,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
3205,2016,From 30 to 39,Male,Egypt,King Abdulaziz University,2
3208,2021,From 40 to 49,Male,Saudi Arabia,Taibah University,2
3212,2016,From 30 to 39,Male,Egypt,Unknown,2
3214,2016,Unknown,Female,United Arab Emirates,Unknown,2
3215,2021,From 40 to 49,Male,Sudan,University Of Gezira,2
3216,2021,From 40 to 49,Male,Syria,Unknown,2
3218,2016,From 30 to 39,Female,Yemen,Batterjee Medical College,2
3221,2016,Unknown,Female,Sudan,King Abdulaziz University,2
3222,2022,From 30 to 39,Female,Saudi Arabia,Jazan University,2
3223,2016,From 30 to 39,Female,Saudi Arabia,Mansoura University - Egypt,2
3224,2021,Unknown,Female,Bahrain,Imam Abdulrahman Bin Faisal University,2
3225,2022,From 20 to 29,Female,Saudi Arabia,Taibah University,2
3226,2016,From 30 to 39,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
3228,2016,From 30 to 39,Female,Sudan,Sudan University Of Science And Technology,2
3231,2022,From 20 to 29,Male,Saudi Arabia,King Faisal University,2
3232,2021,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
3234,2021,From 40 to 49,Male,Pakistan,Unknown,2
3235,2022,Unknown,Male,Saudi Arabia,University Of Science And Technology - Yemen,2
3236,2016,From 30 to 39,Male,Saudi Arabia,Almaarefa University,2
3238,2016,From 30 to 39,Female,Sudan,King Abdulaziz University,2
3239,2016,Unknown,Female,Somalia,Unknown,2
3242,2019,Unknown,Male,Jordan,Royal College Of Surgeons In Ireland,1
3243,2022,From 30 to 39,Male,Yemen,Cairo University,1
3244,2022,From 30 to 39,Male,Yemen,Dubai Medical College For Girls,1
3246,2020,From 20 to 29,Male,Saudi Arabia,Jordan University Of Science And Technology,1
3249,2019,Unknown,Male,Saudi Arabia,Arabian Gulf University,1
3250,2020,From 20 to 29,Male,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
3255,2019,Unknown,Male,Saudi Arabia,Comenius University In Bratislava,1
3256,2019,Unknown,Male,Palestine,King Saud University,1
3257,2022,From 30 to 39,Male,Yemen,Hadhramout University Of Science & Technology,1
3259,2022,From 30 to 39,Female,Saudi Arabia,Alfaisal University,1
3260,2019,Unknown,Male,Palestine,Misr University For Science And Technology - Egypt,1
3261,2022,From 30 to 39,Male,Saudi Arabia,Taibah University,1
3262,2022,From 40 to 49,Female,Bahrain,Unknown,1
3263,2022,From 40 to 49,Female,Egypt,King Abdulaziz University,1
3264,2019,Unknown,Male,Jordan,University Of Imam Muhammad Bin Saud Islamic University,1
3266,2022,From 30 to 39,Male,Unknown,Unknown,1
3268,2019,Unknown,Male,Palestine,Alfaisal University,1
3271,2019,Unknown,Male,Oman,Unknown,1
3273,2020,From 20 to 29,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
3276,2019,Unknown,Male,Mauritania,Umm Al Qura University,1
3277,2022,From 30 to 39,Male,Sudan,University Of Khartoum,1
3280,2022,From 30 to 39,Male,Syria,Gulf Medical University - UAE,1
3282,2022,From 30 to 39,Male,Somalia,Hadhramout University Of Science & Technology,1
3284,2019,Unknown,Male,Malaysia,King Abdulaziz University,1
3286,2022,From 30 to 39,Male,Syria,Taiz University,1
3287,2022,From 30 to 39,Male,Tunisia,University Of Tunisia,1
3288,2019,Unknown,Male,Kuwait,Kuwait University - Kuwait,1
3292,2019,Unknown,Male,Jordan,Alfaisal University,1
3293,2022,From 40 to 49,Female,Sudan,King Abdulaziz University,1
3294,2020,From 30 to 39,Female,Bahrain,Imam Abdulrahman Bin Faisal University,1
3295,2020,From 30 to 39,Female,Bahrain,Cairo University,1
3296,2019,Unknown,Female,Sudan,University Of Kordofan - Sudan,1
3297,2019,Unknown,Female,Sudan,University Of Science And Technology - Sudan,1
3298,2020,From 30 to 39,Female,Bahrain,Arabian Gulf University,1
3299,2022,From 40 to 49,Female,Saudi Arabia,Taibah University,1
3300,2022,From 40 to 49,Female,Saudi Arabia,Saudi Commission For Health Specialties,1
3301,2020,From 30 to 39,Female,Bahrain,Ama International University,1
3302,2019,Unknown,Female,Sudan,University Of Science And Technology - Yemen,1
3304,2019,Unknown,Female,Syria,Alfaisal University,1
3305,2019,Unknown,Female,Syria,Almaarefa University,1
3306,2022,From 40 to 49,Female,Saudi Arabia,King Faisal University,1
3307,2019,Unknown,Female,Turkmenistan,Umm Al Qura University,1
3309,2022,From 30 to 39,Female,Pakistan,Dubai Medical College For Girls,1
3310,2019,Unknown,Female,Sudan,University Of Khartoum,1
3311,2019,Unknown,Female,Yemen,Batterjee Medical College,1
3312,2019,Unknown,Female,Sudan,University Of Kassala,1
3314,2020,From 30 to 39,Female,Federated States Of Micronesia,Unknown,1
3315,2020,From 30 to 39,Female,Eritrea,Batterjee Medical College,1
3317,2022,From 40 to 49,Female,United Arab Emirates,Unknown,1
3318,2019,Unknown,Female,Somalia,King Saud University,1
3319,2020,From 30 to 39,Female,Canada,Royal College of Surgeons in Ireland - Bahrain,1
3320,2019,Unknown,Female,Somalia,Unknown,1
3322,2019,Unknown,Female,Sudan,Africa College,1
3323,2019,Unknown,Female,Sudan,Alfaisal University,1
3324,2020,From 30 to 39,Female,Bahrain,University Of Bahrain,1
3325,2019,Unknown,Female,Sudan,University Of Gezira,1
3326,2020,From 30 to 39,Female,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
3327,2020,From 30 to 39,Female,Bahrain,King Saud University,1
3328,2019,Unknown,Female,United States,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3330,2019,Unknown,Male,Iraq,King Saud University,1
3332,2020,From 20 to 29,Male,Sudan,Unknown,1
3333,2020,From 20 to 29,Male,Spain,Unknown,1
3334,2019,Unknown,Male,Egypt,Qassim University,1
3335,2019,Unknown,Male,Egypt,Taibah University,1
3336,2022,From 30 to 39,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
3337,2020,From 20 to 29,Male,Somalia,Unknown,1
3338,2022,From 30 to 39,Female,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3339,2019,Unknown,Male,Eritrea,Alfaisal University,1
3340,2019,Unknown,Male,Immigrant Tribes,King Abdulaziz University,1
3341,2019,Unknown,Male,Immigrant Tribes,University Of Kalamoon,1
3342,2019,Unknown,Male,India,King Abdulaziz University,1
3344,2019,Unknown,Male,Indonesia,Umm Al Qura University,1
3346,2019,Unknown,Male,Iraq,Almaarefa University,1
3347,2022,From 40 to 49,Female,Jordan,Umm Al Qura University,1
3348,2022,From 40 to 49,Female,Pakistan,King Abdulaziz University,1
3349,2020,From 20 to 29,Male,United States,Unknown,1
3350,2019,Unknown,Male,Egypt,King Saud Bin Abdulaziz University For Health Scinces,1
3351,2022,From 40 to 49,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,1
3353,2022,From 40 to 49,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3354,2019,Unknown,Female,Yemen,King Saud University,1
3355,2019,Unknown,Female,Yemen,Riyadh Colleges Of Dentistry And Pharmacy,1
3356,2022,From 40 to 49,Female,Saudi Arabia,Almaarefa University,1
3359,2019,Unknown,Male,Afghanistan,King Abdulaziz University,1
3360,2020,From 20 to 29,Male,United Arab Emirates,University of Sharjah,1
3362,2019,Unknown,Male,Canada,King Abdulaziz University,1
3363,2019,Unknown,Male,Egypt,Cairo University,1
3364,2020,From 20 to 29,Male,United Arab Emirates,RCSI & UCD Malaysia Campus (RUMC),1
3367,2020,From 20 to 29,Male,Saudi Arabia,Albaha University,1
3368,2022,From 30 to 39,Male,Saudi Arabia,Saudi Commission For Health Specialties,1
3369,2020,From 20 to 29,Female,Egypt,Cairo University,1
3370,2020,From 20 to 29,Female,Egypt,Taif University,1
3371,2020,From 20 to 29,Female,Egypt,University of Sharjah,1
3373,2020,From 20 to 29,Female,United Arab Emirates,University of Sharjah,1
3374,2022,From 30 to 39,Female,Sudan,The National Ribat University,1
3375,2020,From 20 to 29,Female,Ethiopia,Unknown,1
3376,2022,From 30 to 39,Male,Bangladesh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3377,2022,From 30 to 39,Male,Bahrain,Unknown,1
3378,2020,From 20 to 29,Female,India,Rak Medical & Health Sciences University,1
3380,2020,From 20 to 29,Female,Turkestan,Unknown,1
3381,2020,From 20 to 29,Female,Indonesia,Unknown,1
3383,2022,From 30 to 39,Male,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
3384,2020,From 20 to 29,Female,Tunisia,Unknown,1
3385,2020,From 20 to 29,Female,United Kingdom,Unknown,1
3387,2019,Unknown,Male,Syria,University Of Aleppo,1
3388,2022,From 30 to 39,Male,Immigrant Tribes,Batterjee Medical College,1
3391,2019,Unknown,Male,Yemen,King Saud University,1
3392,2019,Unknown,Male,Yemen,October 6 University - Egypt,1
3393,2019,Unknown,Male,Yemen,Thamar University,1
3394,2022,From 30 to 39,Male,Malta,Unknown,1
3397,2020,From 20 to 29,Female,Bangladesh,Dubai Medical College For Girls,1
3398,2020,From 20 to 29,Female,Bangladesh,King Abdulaziz University,1
3399,2020,From 20 to 29,Female,Bangladesh,Unknown,1
3401,2022,From 30 to 39,Male,Jordan,Unknown,1
3402,2022,From 30 to 39,Male,Iraq,Unknown,1
3403,2022,From 30 to 39,Male,India,Umm Al Qura University,1
3405,2022,From 30 to 39,Male,Bahrain,Banha University,1
3406,2020,From 20 to 29,Female,Iran,Dubai Medical College For Girls,1
3407,2020,From 20 to 29,Female,Iraq,Unknown,1
3411,2020,From 20 to 29,Female,Saudi Arabia,King Abdulaziz Medical City,1
3418,2020,From 20 to 29,Female,Saudi Arabia,Thamar University,1
3421,2022,From 30 to 39,Female,United Arab Emirates,University of Sharjah,1
3422,2020,From 20 to 29,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3424,2020,From 20 to 29,Female,Saudi Arabia,Batterjee Medical College,1
3425,2022,From 30 to 39,Female,Yemen,Batterjee Medical College,1
3426,2022,From 30 to 39,Female,Yemen,Unknown,1
3428,2022,From 30 to 39,Female,Syria,Omdurman Islamic University - Sudan,1
3429,2020,From 20 to 29,Female,Kuwait,Unknown,1
3430,2020,From 20 to 29,Female,Libya,Unknown,1
3431,2022,From 30 to 39,Female,Syria,Royal College of Surgeons in Ireland - Bahrain,1
3432,2020,From 20 to 29,Female,Spain,Unknown,1
3433,2022,From 30 to 39,Female,Yemen,University of Aden,1
3434,2020,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
3435,2020,From 20 to 29,Female,New Zealand,Unknown,1
3436,2022,From 30 to 39,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3437,2020,From 20 to 29,Female,Palestine,University of Sharjah,1
3439,2022,From 30 to 39,Female,Yemen,Hadhramout University Of Science & Technology,1
3440,2022,From 30 to 39,Female,Syria,Unknown,1
3442,2022,From 30 to 39,Male,Nigeria,King Saud Bin Abdulaziz University For Health Scinces,1
3444,2022,From 30 to 39,Male,Saudi Arabia,Mansoura University - Egypt,1
3445,2019,Unknown,Male,Saudi Arabia,Massachusetts College Of Pharmacy And Health Science,1
3447,2019,Unknown,Male,Saudi Arabia,Mustaqbal University,1
3449,2022,From 30 to 39,Female,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,1
3452,2022,From 30 to 39,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
3454,2019,Unknown,Male,Saudi Arabia,Omdurman Islamic University - Sudan,1
3455,2022,From 30 to 39,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3456,2019,Unknown,Male,Saudi Arabia,Pavol Jozef Šafárik University - Slovakia,1
3461,2020,From 20 to 29,Male,Palestine,Gulf Medical University - UAE,1
3462,2019,Unknown,Male,Syria,Umm Al Qura University,1
3465,2022,From 30 to 39,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,1
3467,2020,From 20 to 29,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3472,2020,From 20 to 29,Male,Saudi Arabia,Arabian Gulf University,1
3473,2020,From 20 to 29,Male,Saudi Arabia,Alfaisal University,1
3474,2022,From 30 to 39,Male,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3480,2022,From 30 to 39,Female,Saudi Arabia,Saudi Commission For Health Specialties,1
3481,2020,From 20 to 29,Male,Lebanon,Unknown,1
3483,2020,From 20 to 29,Male,Belize,Unknown,1
3484,2019,Unknown,Male,Sudan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3487,2022,From 30 to 39,Male,Palestine,Unknown,1
3488,2022,From 30 to 39,Male,Palestine,University of Aden,1
3489,2019,Unknown,Male,Sudan,University Of Khartoum,1
3490,2019,Unknown,Male,Sudan,University Of Science And Technology - Sudan,1
3492,2020,From 20 to 29,Male,Bangladesh,Unknown,1
3495,2020,From 20 to 29,Male,Algeria,Unknown,1
3496,2019,Unknown,Male,Syria,October 6 University - Egypt,1
3497,2020,From 20 to 29,Male,Afghanistan,Unknown,1
3498,2019,Unknown,Male,Somalia,King Abdulaziz University,1
3500,2022,From 30 to 39,Male,Saudi Arabia,Alfaisal University,1
3502,2019,Unknown,Male,Saudi Arabia,Riyadh Elm University,1
3506,2022,From 30 to 39,Male,Saudi Arabia,Jeddah University,1
3511,2020,From 20 to 29,Male,Jordan,Riyadh Colleges Of Dentistry And Pharmacy,1
3513,2020,From 20 to 29,Male,Iraq,Unknown,1
3517,2021,From 40 to 49,Female,Jordan,Umm Al Qura University,1
3518,2019,Unknown,Female,Saudi Arabia,University Of Jordan - Jordan,1
3519,2019,From 30 to 39,Male,Saudi Arabia,Ternopil State Medical University,1
3522,2019,From 30 to 39,Male,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3523,2022,Unknown,Male,Saudi Arabia,King Fahad General Hospital,1
3525,2019,From 30 to 39,Male,Saudi Arabia,Sana'A University - Yemen,1
3530,2019,From 30 to 39,Male,Sudan,Al Fashir University,1
3531,2019,From 30 to 39,Male,Saudi Arabia,University Of Bisha,1
3536,2019,From 30 to 39,Male,Saudi Arabia,"University of California, Los Angeles (UCLA)",1
3537,2022,Unknown,Male,Saudi Arabia,Ibn Hayan Academy,1
3539,2019,From 30 to 39,Male,Saudi Arabia,Xinxiang Medical University,1
3541,2019,From 30 to 39,Male,Saudi Arabia,Najran University,1
3542,2019,From 30 to 39,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
3544,2022,Unknown,Male,Saudi Arabia,Medical Academy In Lublin,1
3545,2019,From 30 to 39,Male,Saudi Arabia,Comenius University In Bratislava,1
3546,2019,From 30 to 39,Male,Saudi Arabia,Curtin University,1
3552,2022,Unknown,Male,Saudi Arabia,Medical Academy In Bydgoszcz,1
3553,2022,Unknown,Male,Saudi Arabia,Mcphs University,1
3555,2022,Unknown,Male,Saudi Arabia,Liaquat Medical College,1
3563,2019,From 30 to 39,Male,Somalia,Hadhramout University Of Science & Technology,1
3564,2019,From 30 to 39,Male,Sudan,Al Neelain University,1
3565,2019,From 30 to 39,Male,Saudi Arabia,Arabian Gulf University,1
3566,2019,From 40 to 49,Female,Egypt,Umm Al Qura University,1
3567,2022,Unknown,Male,Palestine,King Abdulaziz University,1
3568,2022,Unknown,Male,Lebanon,King Abdulaziz University,1
3570,2019,From 40 to 49,Female,Bahrain,Arabian Gulf University,1
3571,2019,From 40 to 49,Female,Bahrain,Unknown,1
3572,2019,From 40 to 49,Female,Egypt,Ain Shams University,1
3573,2019,From 40 to 49,Female,Egypt,Menoufia University,1
3574,2022,Unknown,Male,India,King Abdulaziz University,1
3575,2019,From 40 to 49,Female,Egypt,Tanta University,1
3576,2019,From 40 to 49,Female,Egypt,Unknown,1
3577,2019,From 30 to 39,Male,Sudan,Bahri University,1
3578,2022,Unknown,Male,India,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3579,2019,From 40 to 49,Female,India,Unknown,1
3580,2019,From 40 to 49,Female,Indonesia,King Abdulaziz University,1
3581,2019,From 40 to 49,Female,Iraq,Unknown,1
3582,2019,From 40 to 49,Female,Ireland,Unknown,1
3583,2022,Unknown,Male,Immigrant Tribes,King Abdulaziz University,1
3584,2019,From 40 to 49,Female,Jordan,Jordan University Of Science And Technology,1
3585,2019,From 40 to 49,Female,Jordan,Umm Al Qura University,1
3586,2019,From 40 to 49,Female,Kuwait,Kuwait University - Kuwait,1
3587,2022,Unknown,Male,Palestine,King Saud University,1
3588,2019,From 30 to 39,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3590,2019,From 30 to 39,Male,Yemen,Dubai Medical College For Girls,1
3591,2019,From 30 to 39,Male,Sudan,King Abdulaziz University,1
3592,2019,From 30 to 39,Male,Sudan,Misr University For Science And Technology - Egypt,1
3593,2022,Unknown,Male,Saudi Arabia,Carol Davila University,1
3594,2022,Unknown,Male,Saudi Arabia,Arabian Gulf University,1
3595,2022,Unknown,Male,Saudi Arabia,Almaarefa University,1
3596,2019,From 30 to 39,Male,Sudan,University Of Medical Sciences And Technology,1
3598,2019,From 30 to 39,Male,Syria,Al-Baath University,1
3599,2022,Unknown,Male,Saudi Arabia,Alfarabi Colleges,1
3600,2019,From 30 to 39,Male,Syria,King Abdulaziz University,1
3601,2019,From 30 to 39,Male,Syria,Taiz University,1
3602,2019,From 30 to 39,Male,Syria,Tanta University,1
3603,2019,From 30 to 39,Male,Syria,The Syrian Private University,1
3604,2019,From 30 to 39,Male,Syria,University Of Aleppo,1
3605,2019,From 30 to 39,Male,Tunisia,University Of Tunisia,1
3607,2022,Unknown,Male,Saudi Arabia,Ain Shams University,1
3608,2019,From 30 to 39,Male,United Kingdom,King Abdulaziz University,1
3609,2019,From 30 to 39,Male,United Kingdom,Ministry Of Education In Saudi Arabia,1
3611,2019,From 30 to 39,Male,Saudi Arabia,Almaarefa University,1
3613,2019,From 30 to 39,Female,United Arab Emirates,Dubai Medical College For Girls,1
3614,2022,Unknown,Male,Saudi Arabia,Xinxiang Medical University,1
3616,2019,From 30 to 39,Female,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3617,2019,From 30 to 39,Female,Syria,Royal College of Surgeons in Ireland - Bahrain,1
3618,2019,From 30 to 39,Female,Syria,University Of Aleppo,1
3619,2019,From 30 to 39,Female,Thailand,Unknown,1
3620,2019,From 30 to 39,Female,Turkey,Unknown,1
3621,2019,From 30 to 39,Female,United Arab Emirates,Arab Board of Health specializations - Syria,1
3622,2019,From 30 to 39,Female,United Arab Emirates,Arabian Gulf University,1
3625,2022,Unknown,Male,Saudi Arabia,Wroclaw Medical University - Poland,1
3626,2019,From 30 to 39,Female,United States,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3627,2019,From 30 to 39,Female,United States,Unknown,1
3628,2022,Unknown,Male,Saudi Arabia,Vinnytsia National Pirogov Medical University,1
3630,2019,From 30 to 39,Female,Yemen,Hodeidah University,1
3631,2019,From 30 to 39,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3634,2019,From 30 to 39,Female,Sudan,University Of Medical Sciences And Technology,1
3635,2022,Unknown,Male,Sudan,Bahri University,1
3637,2019,From 30 to 39,Female,Sudan,University Of Khartoum,1
3639,2019,From 30 to 39,Female,Saudi Arabia,Saudi Commission For Health Specialties,1
3640,2019,From 30 to 39,Female,Saudi Arabia,Shaqra University,1
3642,2022,Unknown,Male,Yemen,University Of Science And Technology - Yemen,1
3643,2022,Unknown,Male,Yemen,October 6 University - Egypt,1
3644,2019,From 30 to 39,Female,Saudi Arabia,Universiteit Maastricht,1
3645,2022,Unknown,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3647,2019,From 30 to 39,Female,Saudi Arabia,University Of Khartoum,1
3650,2019,From 30 to 39,Female,Somalia,Unknown,1
3651,2019,From 30 to 39,Female,Sudan,King Abdulaziz University,1
3652,2019,From 30 to 39,Female,Sudan,Omdurman Islamic University - Sudan,1
3654,2019,From 30 to 39,Female,Sudan,The National Ribat University,1
3655,2022,Unknown,Male,Syria,Omdurman Islamic University - Sudan,1
3656,2019,From 30 to 39,Female,Sudan,University Of Juba,1
3657,2019,From 30 to 39,Female,Yemen,University of Aden,1
3658,2019,From 30 to 39,Male,Afghanistan,Unknown,1
3659,2019,From 30 to 39,Male,Saudi Arabia,Alfarabi Colleges,1
3660,2019,From 30 to 39,Male,Pakistan,University Of Imam Muhammad Bin Saud Islamic University,1
3661,2019,From 30 to 39,Male,Kuwait,Arabian Gulf University,1
3662,2019,From 30 to 39,Male,Kuwait,Kuwait University - Kuwait,1
3663,2019,From 30 to 39,Male,Kuwait,Misr University For Science And Technology - Egypt,1
3668,2019,From 30 to 39,Male,Lebanon,Damascus University,1
3669,2019,From 30 to 39,Male,Nigeria,King Saud Bin Abdulaziz University For Health Scinces,1
3670,2019,From 30 to 39,Male,Pakistan,Unknown,1
3671,2019,From 30 to 39,Male,Bahrain,Arabian Gulf University,1
3672,2022,Unknown,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
3673,2019,From 30 to 39,Male,Palestine,King Abdulaziz University,1
3674,2019,From 30 to 39,Male,Palestine,King Saud University,1
3677,2022,Unknown,Male,Saudi Arabia,October University For Modern Sciences And Arts,1
3681,2022,Unknown,Male,Saudi Arabia,University Of Bisha,1
3682,2019,From 30 to 39,Male,Jordan,Al Zaiem Al Azhari University,1
3683,2019,From 30 to 39,Male,India,Unknown,1
3684,2022,Unknown,Male,Saudi Arabia,University Of Dhaka,1
3685,2019,From 30 to 39,Male,Bahrain,Banha University,1
3686,2019,From 30 to 39,Male,Bahrain,Hadhramout University Of Science & Technology,1
3687,2019,From 30 to 39,Male,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
3688,2019,From 30 to 39,Male,Bahrain,University Of Bahrain,1
3690,2019,From 30 to 39,Male,Bangladesh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3691,2019,From 30 to 39,Male,Egypt,Ain Shams University,1
3692,2019,From 30 to 39,Male,Egypt,Alexandria University,1
3693,2019,From 30 to 39,Male,Egypt,Banha University,1
3694,2019,From 30 to 39,Male,Egypt,Cairo University,1
3695,2022,Unknown,Male,Saudi Arabia,University Of Medicina Farmacie - Carol Davila,1
3696,2019,From 30 to 39,Male,Egypt,Menoufia University,1
3697,2019,From 30 to 39,Male,Egypt,Umm Al Qura University,1
3698,2019,From 30 to 39,Male,Eritrea,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3699,2019,From 30 to 39,Male,Immigrant Tribes,Batterjee Medical College,1
3701,2019,From 30 to 39,Male,India,"Dr. D. Y. Patil Vidyapeeth, Pune",1
3702,2019,From 30 to 39,Male,India,King Abdulaziz University,1
3703,2019,From 30 to 39,Male,India,Umm Al Qura University,1
3704,2022,Unknown,Male,Egypt,King Saud University,1
3705,2019,From 40 to 49,Female,Kuwait,Unknown,1
3706,2019,From 40 to 49,Female,Pakistan,University Of Karachi,1
3707,2019,Unknown,Female,Egypt,King Saud University,1
3708,2022,Unknown,Female,India,Gulf Medical University - UAE,1
3709,2019,Less Than 20,Female,Saudi Arabia,Taif University,1
3710,2019,Less Than 20,Male,Saudi Arabia,King Saud University,1
3712,2019,Unknown,Female,Bahrain,King Abdulaziz University,1
3714,2019,Unknown,Female,Djibouti,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3715,2019,Unknown,Female,Egypt,Alfaisal University,1
3717,2022,Unknown,Female,France,Unknown,1
3718,2019,Unknown,Female,Jordan,University Of Jordan - Jordan,1
3720,2019,Unknown,Female,Ethiopia,Unknown,1
3721,2019,Unknown,Female,India,Batterjee Medical College,1
3722,2022,Unknown,Female,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3723,2022,Unknown,Female,Egypt,Batterjee Medical College,1
3724,2019,Unknown,Female,India,Unknown,1
3725,2019,Unknown,Female,Iraq,King Saud University,1
3726,2019,Unknown,Female,Iraq,Unknown,1
3727,2022,Unknown,Female,Egypt,Alfaisal University,1
3728,2022,Unknown,Female,India,King Abdulaziz University,1
3729,2022,Unknown,Female,Iraq,King Saud University,1
3730,2019,Less Than 20,Female,Saudi Arabia,Jazan University,1
3731,2019,From 80 to 89,Male,Saudi Arabia,Unknown,1
3732,2019,From 50 to 59,Female,Saudi Arabia,King Saud University,1
3733,2019,From 50 to 59,Female,Yemen,University of Aden,1
3735,2022,Unknown,Female,Saudi Arabia,Al Jouf University,1
3736,2019,From 50 to 59,Male,Egypt,Menoufia University,1
3737,2022,Unknown,Female,Palestine,Unknown,1
3738,2019,From 50 to 59,Male,Egypt,South Valley University,1
3739,2019,From 50 to 59,Male,Pakistan,Ministry Of Education And Higher Education,1
3740,2019,From 50 to 59,Male,Saudi Arabia,King Faisal University,1
3741,2022,Unknown,Female,Palestine,King Abdulaziz University,1
3742,2019,From 50 to 59,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,1
3743,2019,From 50 to 59,Male,Sudan,Omdurman Islamic University - Sudan,1
3744,2022,Unknown,Female,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3745,2019,From 50 to 59,Male,Syria,University Of Aleppo,1
3746,2022,Unknown,Female,Palestine,Alfaisal University,1
3747,2019,From 50 to 59,Male,Yemen,Sana'A University - Yemen,1
3748,2022,Unknown,Female,Lebanon,Unknown,1
3749,2019,From 50 to 59,Male,Yemen,Unknown,1
3750,2019,From 70 to 79,Female,Saudi Arabia,Damascus University,1
3751,2020,From 30 to 39,Female,India,Unknown,1
3752,2022,From 50 to 59,Male,Pakistan,Ministry Of Education And Higher Education,1
3753,2019,From 40 to 49,Female,Saudi Arabia,Almaarefa University,1
3754,2022,From 40 to 49,Male,Saudi Arabia,King Khalid University,1
3759,2019,Unknown,Female,Saudi Arabia,Maastricht University - Netherlands,1
3762,2022,From 40 to 49,Male,Saudi Arabia,October 6 University - Egypt,1
3764,2019,Unknown,Female,Saudi Arabia,Saad College Of Nursing & Allied Health Sciences,1
3765,2022,From 50 to 59,Female,Egypt,Unknown,1
3766,2019,Unknown,Female,Saudi Arabia,Sana'A University - Yemen,1
3768,2022,From 40 to 49,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3769,2022,From 40 to 49,Male,Palestine,Unknown,1
3776,2019,Unknown,Female,Saudi Arabia,Jordan University Of Science And Technology,1
3780,2019,Unknown,Female,Morocco,October 6 University - Egypt,1
3781,2019,Unknown,Female,Oman,Unknown,1
3782,2019,Unknown,Female,Palestine,Alfaisal University,1
3783,2019,Unknown,Female,Palestine,Batterjee Medical College,1
3786,2019,Unknown,Female,Palestine,King Abdulaziz University,1
3789,2022,From 40 to 49,Male,Saudi Arabia,The O.O. Bogomolets National Medical University,1
3790,2019,Unknown,Female,Saudi Arabia,AlRiyada College for Health Sciences,1
3791,2019,Unknown,Female,Saudi Arabia,Alexandria University,1
3793,2019,Unknown,Female,Saudi Arabia,Alfarabi Colleges,1
3795,2019,Unknown,Female,Saudi Arabia,Arabian Gulf University,1
3798,2019,From 50 to 59,Female,Saudi Arabia,Bataan Peninsula State University (BPSU),1
3799,2019,From 50 to 59,Female,Pakistan,Punjab Board Of Technical Education Lahore,1
3800,2019,From 50 to 59,Female,Egypt,Cairo University,1
3801,2019,From 40 to 49,Male,Jordan,Sumy State University,1
3802,2019,From 40 to 49,Male,Egypt,Al-Azhar University,1
3803,2019,From 40 to 49,Male,Egypt,Alexandria University,1
3805,2019,From 40 to 49,Male,Egypt,King Saud University,1
3806,2019,From 40 to 49,Male,Egypt,Tanta University,1
3807,2019,From 40 to 49,Male,Egypt,The University Of Faisalabad,1
