,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
5937,2019,From 20 to 29,Female,Egypt,University of Sharjah,1
5939,2019,From 20 to 29,Female,Ethiopia,Unknown,1
5940,2019,From 20 to 29,Female,Immigrant Tribes,Unknown,1
5941,2019,From 20 to 29,Female,India,King Abdulaziz University,1
5942,2019,From 20 to 29,Female,Indonesia,Unknown,1
5943,2019,From 20 to 29,Female,Iraq,Unknown,1
5945,2019,From 20 to 29,Female,Kuwait,Unknown,1
5946,2019,From 20 to 29,Female,Libya,Unknown,1
5947,2019,From 20 to 29,Female,New Zealand,Unknown,1
5950,2019,From 20 to 29,Female,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5952,2019,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
5957,2019,From 20 to 29,Female,Saudi Arabia,King Abdulaziz Medical City,1
5961,2019,From 20 to 29,Female,Egypt,Taif University,1
5962,2019,From 20 to 29,Female,Canada,Unknown,1
5963,2019,From 20 to 29,Female,Belgium,Batterjee Medical College,1
5964,2019,From 20 to 29,Female,Bangladesh,Unknown,1
5968,2018,Unknown,Male,Saudi Arabia,The Ministry Of Health In Collaboration With The World Health Organization,1
5972,2018,Unknown,Male,Somalia,King Abdulaziz University,1
5973,2018,Unknown,Male,Sudan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5976,2018,Unknown,Male,Syria,Misr University For Science And Technology - Egypt,1
5977,2018,Unknown,Male,Syria,October 6 University - Egypt,1
5978,2018,Unknown,Male,Syria,Omdurman Islamic University - Sudan,1
5979,2018,Unknown,Male,Syria,Umm Al Qura University,1
5981,2018,Unknown,Male,United Kingdom,King Abdulaziz University,1
5982,2018,Unknown,Male,Yemen,Batterjee Medical College,1
5985,2018,Unknown,Male,Yemen,Umm Al Qura University,1
5987,2019,From 20 to 29,Female,Bangladesh,King Abdulaziz University,1
5988,2018,From 30 to 39,Male,Saudi Arabia,Xinxiang Medical University,1
5989,2018,From 30 to 39,Male,Saudi Arabia,"University of California, Los Angeles (UCLA)",1
5991,2017,Unknown,Male,Iraq,King Saud University,1
5992,2017,Unknown,Male,Egypt,Umm Al Qura University,1
5994,2017,Unknown,Male,Eritrea,Alfaisal University,1
5995,2017,Unknown,Male,Eritrea,Unknown,1
5996,2017,Unknown,Male,Immigrant Tribes,King Abdulaziz University,1
5998,2017,Unknown,Male,Immigrant Tribes,University Of Kalamoon,1
5999,2017,Unknown,Male,India,King Abdulaziz University,1
6001,2017,Unknown,Male,Indonesia,Umm Al Qura University,1
6002,2017,Unknown,Male,Iraq,Almaarefa University,1
6003,2017,Unknown,Male,Iraq,Unknown,1
6004,2017,Unknown,Male,Egypt,Qassim University,1
6005,2017,Unknown,Male,Jordan,Alfaisal University,1
6006,2017,Unknown,Male,Jordan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6007,2017,Unknown,Male,Jordan,October 6 University - Egypt,1
6008,2017,Unknown,Male,Jordan,University Of Imam Muhammad Bin Saud Islamic University,1
6011,2017,Unknown,Male,Lebanon,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6012,2017,Unknown,Male,Malaysia,King Abdulaziz University,1
6013,2017,Unknown,Male,Mauritania,Umm Al Qura University,1
6014,2017,Unknown,Male,Pakistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6015,2017,Unknown,Male,Pakistan,Omdurman Islamic University - Sudan,1
6016,2017,Unknown,Male,Egypt,Taibah University,1
6017,2017,Unknown,Male,Egypt,King Saud Bin Abdulaziz University For Health Scinces,1
6019,2017,Unknown,Female,United States,King Abdulaziz University,1
6020,2017,Unknown,Female,Somalia,King Saud University,1
6021,2017,Unknown,Female,Sudan,Africa College,1
6022,2017,Unknown,Female,Sudan,Alfaisal University,1
6024,2017,Unknown,Female,Syria,Alfaisal University,1
6025,2017,Unknown,Female,Syria,Almaarefa University,1
6026,2017,Unknown,Female,Syria,Omdurman Islamic University - Sudan,1
6027,2017,Unknown,Female,Syria,Taibah University,1
6028,2017,Unknown,Female,Turkmenistan,Umm Al Qura University,1
6029,2017,Unknown,Female,United Arab Emirates,Unknown,1
6030,2017,Unknown,Female,United States,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6031,2017,Unknown,Female,United States,Unknown,1
6032,2017,Unknown,Male,Egypt,Cairo University,1
6033,2017,Unknown,Female,Yemen,Batterjee Medical College,1
6036,2017,Unknown,Female,Yemen,King Saud University,1
6037,2017,Unknown,Female,Yemen,Riyadh Colleges Of Dentistry And Pharmacy,1
6039,2017,Unknown,Male,Afghanistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6040,2017,Unknown,Male,Afghanistan,King Abdulaziz University,1
6042,2017,Unknown,Male,Canada,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6043,2017,Unknown,Male,Canada,King Abdulaziz University,1
6045,2017,Unknown,Male,Palestine,Alfaisal University,1
6051,2017,Unknown,Male,Saudi Arabia,The Ministry Of Health In Collaboration With The World Health Organization,1
6053,2017,Unknown,Male,Saudi Arabia,University Of Juba,1
6055,2017,Unknown,Male,Somalia,King Abdulaziz University,1
6056,2017,Unknown,Male,Sudan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6058,2017,Unknown,Male,Sudan,Saudi Commission For Health Specialties,1
6061,2017,Unknown,Male,Syria,October 6 University - Egypt,1
6062,2017,Unknown,Male,Syria,Umm Al Qura University,1
6063,2017,Unknown,Male,United Kingdom,King Abdulaziz University,1
6064,2017,Unknown,Male,Yemen,Batterjee Medical College,1
6068,2018,From 20 to 29,Female,Bangladesh,King Abdulaziz University,1
6069,2018,From 20 to 29,Female,Bangladesh,Unknown,1
6070,2018,From 20 to 29,Female,Belgium,Batterjee Medical College,1
6071,2018,From 20 to 29,Female,Egypt,Taif University,1
6074,2017,Unknown,Male,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6075,2017,Unknown,Male,Saudi Arabia,Health Affaires Of The National Guard,1
6077,2017,Unknown,Male,Palestine,King Saud University,1
6079,2017,Unknown,Male,Palestine,October 6 University - Egypt,1
6085,2017,Unknown,Male,Saudi Arabia,Comenius University In Bratislava,1
6088,2017,Unknown,Male,Saudi Arabia,Mohammed AlMana College for Medical Sciences,1
6090,2017,Unknown,Male,Saudi Arabia,Inaya Medical Science College,1
6093,2017,Unknown,Male,Saudi Arabia,Jordan University Of Science And Technology,1
6103,2017,From 50 to 59,Male,Sudan,Al Fashir University,1
6105,2017,From 50 to 59,Female,Pakistan,Punjab Board Of Technical Education Lahore,1
6106,2017,From 50 to 59,Female,Saudi Arabia,Bataan Peninsula State University (BPSU),1
6108,2017,From 50 to 59,Female,Saudi Arabia,Umm Al Qura University,1
6109,2017,From 50 to 59,Male,Egypt,South Valley University,1
6110,2017,From 50 to 59,Male,India,Patna University,1
6111,2017,From 50 to 59,Male,Pakistan,Ministry Of Education And Higher Education,1
6112,2017,From 50 to 59,Male,Pakistan,Unknown,1
6113,2017,From 50 to 59,Male,Saudi Arabia,King Saud University,1
6114,2017,From 50 to 59,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,1
6115,2017,From 50 to 59,Male,Sudan,Omdurman Islamic University - Sudan,1
6116,2017,From 40 to 49,Male,Yemen,Jazan University,1
6117,2017,From 50 to 59,Male,Sudan,Unknown,1
6118,2017,From 50 to 59,Male,Syria,Unknown,1
6119,2017,From 50 to 59,Male,Yemen,Marmara University,1
6120,2017,From 50 to 59,Male,Yemen,Sana'A University - Yemen,1
6121,2017,From 50 to 59,Male,Yemen,Umm Al Qura University,1
6122,2017,From 60 to 69,Female,Saudi Arabia,King Abdulaziz University,1
6123,2017,From 60 to 69,Female,Sudan,Unknown,1
6124,2017,From 60 to 69,Male,Syria,King Abdulaziz University,1
6125,2017,Less Than 20,Female,Saudi Arabia,Jazan University,1
6126,2017,Less Than 20,Female,Saudi Arabia,Taif University,1
6127,2017,Less Than 20,Male,Saudi Arabia,Tanta University,1
6129,2017,From 40 to 49,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6131,2017,From 40 to 49,Male,Sudan,Al Zaiem Al Azhari University,1
6132,2017,From 40 to 49,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,1
6133,2017,From 40 to 49,Male,Saudi Arabia,Riyadh Elm University,1
6136,2017,From 40 to 49,Male,Saudi Arabia,Tishreen University,1
6138,2017,From 40 to 49,Male,Saudi Arabia,University Of Gezira,1
6139,2017,From 40 to 49,Male,Saudi Arabia,University Of Hail,1
6140,2017,From 40 to 49,Male,Saudi Arabia,University Of Juba,1
6141,2017,From 40 to 49,Male,Saudi Arabia,University Of Tabuk,1
6143,2017,From 40 to 49,Male,Sudan,Imam Mahdi University,1
6144,2017,From 40 to 49,Male,Yemen,Cairo University,1
6148,2017,From 40 to 49,Male,Syria,Damascus University,1
6149,2017,From 40 to 49,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6150,2017,From 40 to 49,Male,Syria,Kabardino-Balkarian State University,1
6151,2017,From 40 to 49,Male,Syria,University Of Khartoum,1
6152,2017,From 40 to 49,Male,Syria,Unknown,1
6153,2017,From 40 to 49,Male,United Arab Emirates,King Faisal University,1
6154,2017,From 40 to 49,Male,United Arab Emirates,Unknown,1
6155,2017,From 40 to 49,Male,Unknown,Tishreen University,1
6156,2017,Unknown,Female,Algeria,Unknown,1
6160,2017,Unknown,Female,Saudi Arabia,AlRiyada College for Health Sciences,1
6161,2017,Unknown,Female,Saudi Arabia,Albaha University,1
6166,2017,Unknown,Female,Saudi Arabia,Fakeeh College For Medical Sciences,1
6167,2017,Unknown,Female,Saudi Arabia,Jordan University Of Science And Technology,1
6170,2017,Unknown,Female,Saudi Arabia,Maastricht University - Netherlands,1
6172,2017,Unknown,Female,Bangladesh,Unknown,1
6174,2017,Unknown,Female,Saudi Arabia,Prince Sultan Military College Of Health Sciences Dhahran,1
6180,2017,Unknown,Female,Saudi Arabia,Sana'A University - Yemen,1
6184,2017,Unknown,Female,Saudi Arabia,Al Jouf University,1
6185,2017,Unknown,Female,Russia,Unknown,1
6187,2017,Unknown,Female,Palestine,King Saud Bin Abdulaziz University For Health Scinces,1
6188,2017,Unknown,Female,Djibouti,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6190,2017,Unknown,Female,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6192,2017,Unknown,Female,Egypt,King Saud University,1
6193,2017,Unknown,Female,Egypt,Taibah University,1
6195,2017,Unknown,Female,France,Unknown,1
6196,2017,Unknown,Female,India,Batterjee Medical College,1
6197,2017,Unknown,Female,India,Misr University For Science And Technology - Egypt,1
6198,2017,Unknown,Female,India,Unknown,1
6199,2017,Unknown,Female,Iraq,King Saud University,1
6200,2017,Unknown,Female,Iraq,Unknown,1
6201,2017,Unknown,Female,Jordan,Batterjee Medical College,1
6202,2017,Unknown,Female,Jordan,University Of Jordan - Jordan,1
6204,2017,Unknown,Female,Lebanon,Unknown,1
6205,2017,Unknown,Female,Morocco,October 6 University - Egypt,1
6207,2017,Unknown,Female,Palestine,Alfaisal University,1
6208,2017,Unknown,Female,Palestine,Batterjee Medical College,1
6210,2017,Unknown,Female,Palestine,King Abdulaziz University,1
6211,2018,From 20 to 29,Female,Egypt,University of Sharjah,1
6212,2018,From 20 to 29,Female,Ethiopia,Unknown,1
6214,2018,From 30 to 39,Female,United Kingdom,King Abdulaziz University,1
6215,2018,From 30 to 39,Female,Sudan,University Of Juba,1
6216,2018,From 30 to 39,Female,Sudan,University Of Medical Sciences And Technology,1
6218,2018,From 30 to 39,Female,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6219,2018,From 30 to 39,Female,Syria,Royal College of Surgeons in Ireland - Bahrain,1
6220,2018,From 30 to 39,Female,Syria,University Of Aleppo,1
6221,2018,From 30 to 39,Female,Thailand,Unknown,1
6222,2018,From 30 to 39,Female,Turkey,Unknown,1
6223,2018,From 30 to 39,Female,United Arab Emirates,Arab Board of Health specializations - Syria,1
6224,2018,From 30 to 39,Female,United Arab Emirates,Dubai Medical College For Girls,1
6226,2018,From 30 to 39,Female,United States,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6227,2018,From 30 to 39,Female,Sudan,Omdurman Islamic University - Sudan,1
6229,2018,From 30 to 39,Female,Yemen,Hodeidah University,1
6230,2018,From 30 to 39,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6231,2018,From 30 to 39,Female,Yemen,Umm Al Qura University,1
6232,2018,From 30 to 39,Female,Yemen,University of Aden,1
6233,2018,From 30 to 39,Male,Bahrain,Arabian Gulf University,1
6234,2018,From 30 to 39,Male,Bahrain,Banha University,1
6235,2018,From 30 to 39,Male,Bahrain,Hadhramout University Of Science & Technology,1
6236,2018,From 30 to 39,Male,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
6237,2018,From 30 to 39,Male,Bahrain,University Of Bahrain,1
6238,2018,From 30 to 39,Male,Bangladesh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6239,2018,From 30 to 39,Female,Sudan,The National Ribat University,1
6240,2018,From 30 to 39,Female,Sudan,King Saud University,1
6241,2018,From 30 to 39,Male,Egypt,Alexandria University,1
6243,2018,From 30 to 39,Female,Saudi Arabia,Beirut Arab University,1
6244,2018,From 30 to 39,Female,Saudi Arabia,Dubai Medical College For Girls,1
6248,2018,From 30 to 39,Female,Saudi Arabia,Jeddah University,1
6254,2018,From 30 to 39,Female,Saudi Arabia,Maastricht University - Netherlands,1
6255,2018,From 30 to 39,Female,Sudan,Cairo University,1
6256,2018,From 30 to 39,Female,Saudi Arabia,Najran University,1
6258,2018,From 30 to 39,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
6261,2018,From 30 to 39,Female,Saudi Arabia,Riyadh Elm University,1
6262,2018,From 30 to 39,Female,Saudi Arabia,Universiteit Maastricht,1
6264,2018,From 30 to 39,Female,Saudi Arabia,University Of Khartoum,1
6266,2018,From 30 to 39,Female,Somalia,Unknown,1
6267,2018,From 30 to 39,Male,Canada,King Saud University,1
6268,2018,From 30 to 39,Male,Egypt,Cairo University,1
6269,2018,From 20 to 29,Female,India,King Abdulaziz University,1
6271,2018,From 30 to 39,Male,Saudi Arabia,Curtin University,1
6272,2018,From 30 to 39,Male,Saudi Arabia,Hadhramout University Of Science & Technology,1
6273,2018,From 30 to 39,Male,Saudi Arabia,Hyderabad Medical Training College,1
6280,2018,From 30 to 39,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
6281,2018,From 30 to 39,Male,Saudi Arabia,Najran University,1
6283,2018,From 30 to 39,Male,Saudi Arabia,Comenius University In Bratislava,1
6285,2018,From 30 to 39,Male,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
6288,2018,From 30 to 39,Male,Saudi Arabia,Sana'A University - Yemen,1
6289,2018,From 30 to 39,Male,Saudi Arabia,Tabuk Chamber Of Commerce In Collaboration With The King Abdulaziz University,1
6291,2018,From 30 to 39,Male,Saudi Arabia,Ternopil State Medical University,1
6293,2018,From 30 to 39,Male,Saudi Arabia,University Of Aleppo,1
6294,2018,From 30 to 39,Male,Saudi Arabia,University Of Bisha,1
6295,2018,From 30 to 39,Male,Saudi Arabia,Creighton University,1
6296,2018,From 30 to 39,Male,Saudi Arabia,Arabian Gulf University,1
6297,2018,From 30 to 39,Male,Egypt,Menoufia University,1
6298,2018,From 30 to 39,Male,Jordan,Omdurman Islamic University - Sudan,1
6299,2018,From 30 to 39,Male,Egypt,Umm Al Qura University,1
6300,2018,From 30 to 39,Male,Egypt,Zagazig University - Egypt,1
6301,2018,From 30 to 39,Male,Eritrea,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6302,2018,From 30 to 39,Male,Immigrant Tribes,Batterjee Medical College,1
6303,2018,From 30 to 39,Male,Immigrant Tribes,Unknown,1
6304,2018,From 30 to 39,Male,India,King Abdulaziz University,1
6305,2018,From 30 to 39,Male,India,Umm Al Qura University,1
6306,2018,From 30 to 39,Male,India,Unknown,1
6307,2018,From 30 to 39,Male,Iraq,Alfaisal University,1
6308,2018,From 30 to 39,Male,Iraq,Unknown,1
6309,2018,From 30 to 39,Male,Jordan,Al Zaiem Al Azhari University,1
6311,2018,From 30 to 39,Male,Saudi Arabia,Almaarefa University,1
6312,2018,From 30 to 39,Male,Kuwait,Arabian Gulf University,1
6314,2018,From 30 to 39,Male,Lebanon,Damascus University,1
6315,2018,From 30 to 39,Male,Nigeria,King Saud Bin Abdulaziz University For Health Scinces,1
6316,2018,From 30 to 39,Male,Pakistan,University Of Imam Muhammad Bin Saud Islamic University,1
6317,2018,From 30 to 39,Male,Palestine,King Abdulaziz University,1
6318,2018,From 30 to 39,Male,Palestine,King Saud University,1
6319,2018,From 30 to 39,Male,Palestine,Misr University For Science And Technology - Egypt,1
6320,2018,From 30 to 39,Male,Palestine,University of Aden,1
6325,2018,From 30 to 39,Female,Saudi Arabia,Almaarefa University,1
6326,2018,From 20 to 29,Male,Saudi Arabia,Arabian Gulf University,1
6327,2018,From 20 to 29,Male,Belize,Unknown,1
6328,2018,From 20 to 29,Male,Egypt,Unknown,1
6329,2018,From 20 to 29,Male,Immigrant Tribes,Unknown,1
6330,2018,From 20 to 29,Male,India,Unknown,1
6331,2018,From 20 to 29,Male,Iraq,Unknown,1
6333,2018,From 20 to 29,Male,Kuwait,Unknown,1
6334,2018,From 20 to 29,Male,Mauritania,Umm Al Qura University,1
6335,2018,From 20 to 29,Male,Palestine,October 6 University - Egypt,1
6337,2018,From 20 to 29,Male,Saudi Arabia,Alfaisal University,1
6342,2018,From 20 to 29,Male,Saudi Arabia,Jordan University Of Science And Technology,1
6348,2018,From 20 to 29,Male,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
6350,2018,From 20 to 29,Male,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
6351,2018,From 20 to 29,Male,Algeria,Unknown,1
6353,2018,From 30 to 39,Female,Saudi Arabia,Alfarabi Colleges,1
6356,2018,From 20 to 29,Female,Oman,Unknown,1
6357,2018,From 20 to 29,Female,Pakistan,Batterjee Medical College,1
6358,2018,From 20 to 29,Female,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6360,2018,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
6366,2018,From 20 to 29,Female,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
6367,2018,From 20 to 29,Female,Turkestan,Unknown,1
6372,2018,From 20 to 29,Female,Saudi Arabia,Thamar University,1
6377,2018,From 20 to 29,Female,Sudan,Batterjee Medical College,1
6378,2018,From 20 to 29,Female,Tunisia,Unknown,1
6379,2018,From 20 to 29,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
6382,2018,From 30 to 39,Female,Lebanon,Kharkov State Medical University,1
6383,2018,From 30 to 39,Female,India,Dubai Medical College For Girls,1
6384,2018,From 30 to 39,Female,India,Magadh University,1
6385,2018,From 30 to 39,Female,India,Ministry Of Education In Saudi Arabia,1
6386,2018,From 30 to 39,Female,India,Taibah University,1
6387,2018,From 30 to 39,Female,India,Umm Al Qura University,1
6388,2018,From 30 to 39,Female,Jordan,University Of Baluchistan,1
6389,2018,From 30 to 39,Female,Jordan,Unknown,1
6390,2018,From 30 to 39,Female,Kuwait,Jordan University Of Science And Technology,1
6391,2018,From 30 to 39,Female,Kuwait,Kuwait University - Kuwait,1
6392,2018,From 30 to 39,Female,Kuwait,Riyadh Colleges Of Dentistry And Pharmacy,1
6393,2018,From 30 to 39,Female,Lebanon,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
6394,2018,From 30 to 39,Female,Mauritania,Unknown,1
6396,2018,From 30 to 39,Female,Pakistan,Armed Forces Post Graduate Medical Institute,1
