,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Trainee_Level_Name,Number_of_Trainees
3717,2020,Unknown,Female,Syria,F1,1
3718,2020,Unknown,Female,Syria,R5,1
3719,2019,From 20 to 29,Male,United Arab Emirates,R1,1
3720,2019,From 30 to 39,Female,Bahrain,D1,1
3721,2019,From 30 to 39,Female,Syria,R2,1
3722,2019,From 20 to 29,Male,United States,R1,1
3723,2020,Unknown,Female,Turkmenistan,R3,1
3724,2020,Unknown,Female,United States,F1,1
3725,2020,Unknown,Female,United States,F2,1
3726,2020,Unknown,Female,Yemen,R2,1
3727,2020,Unknown,Male,Eritrea,F1,1
3728,2020,Unknown,Male,Palestine,R4,1
3729,2019,From 30 to 39,Female,Eritrea,R3,1
3730,2020,Unknown,Male,Indonesia,R4,1
3731,2019,From 30 to 39,Female,Lebanon,R4,1
3732,2019,From 30 to 39,Female,Somalia,D1,1
3733,2019,From 30 to 39,Female,Saudi Arabia,R7,1
3734,2020,Unknown,Male,India,F1,1
3735,2020,Unknown,Male,India,F2,1
3736,2020,Unknown,Male,India,F3,1
3737,2020,Unknown,Male,Jordan,F1,1
3738,2019,From 30 to 39,Female,Eritrea,R4,1
3739,2020,Unknown,Male,Jordan,F3,1
3740,2019,From 30 to 39,Female,Palestine,F2,1
3741,2020,Unknown,Male,Jordan,R2,1
3742,2020,Unknown,Male,Kuwait,R3,1
3743,2020,Unknown,Male,Malaysia,R4,1
3744,2020,Unknown,Male,Mauritania,F2,1
3745,2019,From 30 to 39,Female,Sudan,F3,1
3746,2020,Unknown,Male,Immigrant Tribes,R5,1
3747,2019,From 30 to 39,Female,Lebanon,R2,1
3748,2019,From 30 to 39,Female,Kuwait,R4,1
3749,2020,Unknown,Male,Immigrant Tribes,R4,1
3750,2019,From 30 to 39,Female,Kuwait,F2,1
3751,2019,From 30 to 39,Female,Kuwait,F1,1
3752,2019,From 30 to 39,Female,Jordan,R3,1
3753,2019,From 30 to 39,Female,Jordan,F2,1
3754,2019,From 30 to 39,Female,Jordan,F1,1
3755,2019,From 30 to 39,Female,Iraq,R1,1
3756,2020,Unknown,Male,Palestine,R3,1
3757,2019,From 30 to 39,Female,India,R2,1
3758,2019,From 30 to 39,Female,India,F2,1
3759,2019,From 30 to 39,Female,India,D1,1
3760,2019,From 30 to 39,Female,Immigrant Tribes,D2,1
3761,2020,Unknown,Male,Immigrant Tribes,D1,1
3762,2019,From 20 to 29,Male,Sudan,R2,1
3763,2020,Unknown,Female,Somalia,R5,1
3764,2020,Unknown,Female,Djibouti,R4,1
3765,2019,From 30 to 39,Female,Yemen,F1,1
3766,2020,Unknown,Female,Iraq,R4,1
3767,2021,From 20 to 29,Female,Indonesia,R1,1
3768,2019,From 20 to 29,Female,Syria,R2,1
3769,2019,From 20 to 29,Female,Tunisia,R2,1
3770,2019,From 20 to 29,Female,Turkestan,R2,1
3771,2019,From 20 to 29,Female,United Arab Emirates,R2,1
3772,2020,Unknown,Female,Kuwait,F3,1
3773,2019,From 20 to 29,Female,Sudan,R3,1
3774,2021,From 20 to 29,Female,India,F1,1
3775,2019,From 20 to 29,Male,Afghanistan,R1,1
3776,2019,From 20 to 29,Male,Algeria,R1,1
3777,2019,From 20 to 29,Male,Algeria,R2,1
3778,2021,From 20 to 29,Female,Immigrant Tribes,D2,1
3779,2019,From 20 to 29,Male,Bahrain,R3,1
3780,2019,From 30 to 39,Female,Yemen,R2,1
3781,2019,From 20 to 29,Female,Spain,R1,1
3782,2020,Unknown,Female,Saudi Arabia,R7,1
3783,2020,Unknown,Female,Ethiopia,F2,1
3784,2020,Unknown,Female,Egypt,R3,1
3785,2019,From 30 to 39,Male,Bangladesh,R4,1
3786,2021,From 20 to 29,Female,Mauritania,R1,1
3787,2019,From 30 to 39,Male,Bahrain,R4,1
3788,2021,From 20 to 29,Female,Kuwait,R3,1
3789,2021,From 20 to 29,Female,Jordan,R4,1
3790,2019,From 30 to 39,Male,Bahrain,R1,1
3791,2021,From 20 to 29,Female,Indonesia,R3,1
3792,2019,From 30 to 39,Male,Bahrain,F1,1
3793,2019,From 30 to 39,Male,Afghanistan,R1,1
3794,2021,From 20 to 29,Female,Jordan,R2,1
3795,2019,From 30 to 39,Female,Yemen,R3,1
3796,2021,From 20 to 29,Female,Iraq,R3,1
3797,2021,From 20 to 29,Female,Iran,R2,1
3798,2019,From 20 to 29,Male,Bangladesh,R1,1
3799,2019,From 20 to 29,Male,Belize,R2,1
3800,2021,From 20 to 29,Female,Ethiopia,R4,1
3801,2019,From 20 to 29,Male,Mauritania,R4,1
3802,2019,From 20 to 29,Male,Jordan,F3,1
3803,2019,From 20 to 29,Male,Jordan,R1,1
3804,2019,From 20 to 29,Male,Kuwait,R1,1
3805,2020,Unknown,Male,Yemen,R5,1
3806,2019,From 20 to 29,Male,Kuwait,R2,1
3807,2019,From 20 to 29,Male,Lebanon,R1,1
3808,2019,From 30 to 39,Female,Turkey,R2,1
3809,2019,From 20 to 29,Male,Egypt,R2,1
3810,2020,Unknown,Female,Oman,R4,1
3811,2019,From 30 to 39,Female,Thailand,R2,1
3812,2019,From 30 to 39,Female,Syria,R4,1
3813,2019,From 20 to 29,Male,Saudi Arabia,F2,1
3814,2020,Unknown,Male,Syria,R4,1
3815,2020,Unknown,Male,Syria,F3,1
3816,2019,From 20 to 29,Male,Jordan,D1,1
3817,2019,From 30 to 39,Female,United Arab Emirates,R5,1
3818,2019,From 20 to 29,Male,Iraq,R2,1
3819,2021,From 20 to 29,Female,Bangladesh,R2,1
3820,2019,From 30 to 39,Female,United States,F1,1
3821,2019,From 30 to 39,Female,United States,R4,1
3822,2019,From 20 to 29,Male,India,R2,1
3823,2021,From 20 to 29,Female,Bangladesh,R4,1
3824,2021,From 20 to 29,Female,Canada,R2,1
3825,2021,From 20 to 29,Female,Canada,R3,1
3826,2021,From 20 to 29,Female,Djibouti,R1,1
3827,2021,From 20 to 29,Female,Egypt,R5,1
3828,2021,From 20 to 29,Female,Ethiopia,R1,1
3829,2019,From 20 to 29,Male,India,R1,1
3830,2019,From 20 to 29,Male,Immigrant Tribes,R2,1
3831,2020,Unknown,Female,Lebanon,F1,1
3832,2019,From 30 to 39,Female,Yemen,D1,1
3833,2018,Unknown,Male,Malaysia,R2,1
3834,2018,Unknown,Male,Lebanon,R5,1
3835,2018,Unknown,Male,Lebanon,R4,1
3836,2018,From 50 to 59,Female,Saudi Arabia,R5,1
3837,2018,From 40 to 49,Male,Yemen,R4,1
3838,2018,From 50 to 59,Female,Pakistan,F1,1
3839,2018,From 50 to 59,Female,Saudi Arabia,D1,1
3840,2019,From 50 to 59,Male,Pakistan,F3,1
3841,2018,From 50 to 59,Female,Saudi Arabia,R3,1
3842,2018,From 50 to 59,Female,Saudi Arabia,R4,1
3843,2021,From 30 to 39,Male,United Kingdom,R5,1
3844,2019,From 50 to 59,Male,Sudan,F2,1
3845,2018,From 50 to 59,Male,India,F2,1
3846,2018,From 50 to 59,Male,Pakistan,F2,1
3847,2018,From 50 to 59,Male,Sudan,F1,1
3848,2019,From 50 to 59,Female,Yemen,F1,1
3849,2019,From 50 to 59,Female,Saudi Arabia,R3,1
3850,2018,From 50 to 59,Male,Syria,F1,1
3851,2018,From 40 to 49,Male,Yemen,R3,1
3852,2021,From 30 to 39,Male,Unknown,F1,1
3853,2020,From 30 to 39,Male,Palestine,D1,1
3854,2019,From 50 to 59,Male,Yemen,F1,1
3855,2021,From 30 to 39,Male,Yemen,R1,1
3856,2020,From 30 to 39,Male,Palestine,R4,1
3857,2018,From 40 to 49,Male,Saudi Arabia,Unknown,1
3858,2018,From 40 to 49,Male,Sudan,D1,1
3859,2021,From 30 to 39,Male,Yemen,F3,1
3860,2020,From 30 to 39,Male,Palestine,R5,1
3861,2018,From 40 to 49,Male,Sudan,F3,1
3862,2019,From 50 to 59,Male,Syria,F2,1
3863,2018,From 40 to 49,Male,Sudan,R3,1
3864,2018,From 40 to 49,Male,Sudan,R4,1
3865,2018,From 40 to 49,Male,Syria,R3,1
3866,2018,From 40 to 49,Male,United Arab Emirates,F2,1
3867,2018,From 40 to 49,Male,United Arab Emirates,R3,1
3868,2018,From 40 to 49,Male,Unknown,F2,1
3869,2018,From 50 to 59,Male,Syria,F2,1
3870,2019,From 50 to 59,Female,Saudi Arabia,F3,1
3871,2019,From 50 to 59,Female,Pakistan,F2,1
3872,2018,Unknown,Female,Egypt,R1,1
3873,2018,Unknown,Female,Bahrain,F2,1
3874,2018,Unknown,Female,Bahrain,R4,1
3875,2018,Unknown,Female,Bangladesh,R5,1
3876,2018,Unknown,Female,Djibouti,R2,1
3877,2020,From 30 to 39,Male,Sudan,R5,1
3878,2021,From 30 to 39,Male,Syria,D2,1
3879,2021,From 30 to 39,Male,Sudan,F3,1
3880,2019,From 50 to 59,Female,Egypt,F1,1
3881,2020,From 30 to 39,Male,Syria,D1,1
3882,2019,From 40 to 49,Male,Uzbekistan,F1,1
3883,2019,From 40 to 49,Male,United Arab Emirates,R4,1
3884,2019,From 40 to 49,Male,Syria,R4,1
3885,2019,From 40 to 49,Male,Syria,F3,1
3886,2019,From 40 to 49,Male,Syria,F1,1
3887,2018,Unknown,Female,Bahrain,D2,1
3888,2018,Less Than 20,Male,Saudi Arabia,R4,1
3889,2019,From 40 to 49,Male,Yemen,R4,1
3890,2018,Less Than 20,Male,Saudi Arabia,F1,1
3891,2018,From 80 to 89,Male,Saudi Arabia,R1,1
3892,2018,From 70 to 79,Female,Saudi Arabia,R3,1
3893,2018,From 70 to 79,Female,Saudi Arabia,R2,1
3894,2018,From 60 to 69,Male,Egypt,F2,1
3895,2018,From 60 to 69,Female,Saudi Arabia,F2,1
3896,2020,From 30 to 39,Male,Sudan,D2,1
3897,2021,From 30 to 39,Male,Syria,F1,1
3898,2021,From 30 to 39,Male,Syria,R2,1
3899,2020,From 30 to 39,Male,Saudi Arabia,R7,1
3900,2020,From 30 to 39,Male,Saudi Arabia,R6,1
3901,2021,From 30 to 39,Male,Syria,R5,1
3902,2021,From 30 to 39,Male,United Arab Emirates,R2,1
3903,2021,From 30 to 39,Male,United Arab Emirates,R5,1
3904,2021,From 30 to 39,Male,Yemen,R2,1
3905,2021,From 40 to 49,Female,Bahrain,F2,1
3906,2018,Unknown,Male,Kuwait,R5,1
3907,2021,From 40 to 49,Male,Germany,F2,1
3908,2018,From 40 to 49,Male,Bahrain,F2,1
3909,2018,From 40 to 49,Male,Bahrain,F3,1
3910,2021,From 40 to 49,Male,Mauritania,F2,1
3911,2018,From 40 to 49,Male,Bahrain,R3,1
3912,2020,From 30 to 39,Male,Bahrain,R5,1
3913,2021,From 40 to 49,Male,Immigrant Tribes,R3,1
3914,2021,From 40 to 49,Male,Federated States Of Micronesia,F2,1
3915,2018,From 40 to 49,Female,Yemen,R6,1
3916,2020,From 30 to 39,Male,Egypt,R4,1
3917,2020,From 30 to 39,Male,Egypt,R5,1
3918,2020,From 30 to 39,Male,Eritrea,R5,1
3919,2020,From 30 to 39,Male,Immigrant Tribes,R2,1
3920,2020,From 30 to 39,Male,Immigrant Tribes,R4,1
3921,2020,From 30 to 39,Male,India,F1,1
3922,2018,From 40 to 49,Male,Bahrain,D2,1
3923,2018,From 40 to 49,Female,Yemen,R5,1
3924,2021,From 40 to 49,Female,Bahrain,R5,1
3925,2019,Unknown,Female,Djibouti,R3,1
3926,2020,From 30 to 39,Male,Afghanistan,R2,1
3927,2018,From 40 to 49,Female,Sudan,D2,1
3928,2020,From 30 to 39,Male,Bahrain,F2,1
3929,2019,Unknown,Female,Egypt,R2,1
3930,2018,From 40 to 49,Female,Syria,F1,1
3931,2019,Unknown,Female,Egypt,F3,1
3932,2019,Unknown,Female,Bahrain,R5,1
3933,2018,From 40 to 49,Female,Yemen,F3,1
3934,2019,Unknown,Female,Bahrain,R4,1
3935,2021,From 40 to 49,Male,Palestine,F1,1
3936,2021,From 40 to 49,Male,Pakistan,F2,1
3937,2018,From 40 to 49,Female,United Arab Emirates,F2,1
3938,2018,From 40 to 49,Female,United States,R2,1
3939,2020,From 30 to 39,Male,Bahrain,R2,1
3940,2020,From 30 to 39,Male,India,F2,1
3941,2020,From 30 to 39,Male,Jordan,D1,1
3942,2021,From 40 to 49,Female,Sudan,F2,1
3943,2020,Unknown,Male,Oman,F2,1
3944,2020,From 30 to 39,Male,Pakistan,R1,1
3945,2018,From 40 to 49,Male,Palestine,R4,1
3946,2019,From 80 to 89,Male,Saudi Arabia,R2,1
3947,2019,From 70 to 79,Female,Saudi Arabia,R4,1
3948,2021,From 40 to 49,Female,Pakistan,F1,1
3949,2021,From 40 to 49,Female,Jordan,F2,1
3950,2020,From 30 to 39,Male,Pakistan,R4,1
3951,2021,From 40 to 49,Female,Sudan,F1,1
3952,2021,From 40 to 49,Female,Jordan,F1,1
3953,2021,From 40 to 49,Female,Germany,F2,1
3954,2021,From 40 to 49,Female,Egypt,R4,1
3955,2021,From 40 to 49,Female,Egypt,F2,1
3956,2020,From 30 to 39,Male,Pakistan,R5,1
3957,2021,From 40 to 49,Female,Egypt,F1,1
3958,2018,From 40 to 49,Male,Palestine,F3,1
3959,2020,From 30 to 39,Male,Malta,F1,1
3960,2018,From 40 to 49,Male,Pakistan,R3,1
3961,2021,From 40 to 49,Female,Pakistan,F2,1
3962,2018,From 40 to 49,Male,Lebanon,F1,1
3963,2020,From 30 to 39,Male,Kuwait,R4,1
3964,2020,From 30 to 39,Male,Kuwait,R3,1
3965,2018,From 40 to 49,Male,Jordan,R5,1
3966,2018,From 40 to 49,Male,Jordan,R4,1
3967,2018,From 40 to 49,Male,Jordan,F1,1
3968,2020,From 30 to 39,Male,Kuwait,R2,1
3969,2018,From 40 to 49,Male,India,F2,1
3970,2018,From 40 to 49,Male,India,D2,1
3971,2018,From 40 to 49,Male,Egypt,F3,1
3972,2021,From 40 to 49,Female,Saudi Arabia,R1,1
3973,2020,From 30 to 39,Male,Jordan,F2,1
3974,2019,Less Than 20,Male,Saudi Arabia,F2,1
3975,2019,From 40 to 49,Male,Syria,D1,1
3976,2018,Unknown,Female,France,R4,1
3977,2019,From 40 to 49,Male,Sudan,R4,1
3978,2021,From 30 to 39,Female,Mali,F2,1
3979,2019,From 40 to 49,Female,Yemen,D1,1
3980,2019,From 40 to 49,Female,United Kingdom,F3,1
3981,2019,From 40 to 49,Female,United Arab Emirates,F1,1
3982,2019,From 40 to 49,Female,Syria,F2,1
3983,2021,From 30 to 39,Female,Palestine,F2,1
3984,2021,From 30 to 39,Female,Pakistan,R3,1
3985,2018,Unknown,Male,Bahrain,R5,1
3986,2018,Unknown,Male,Bahrain,R3,1
3987,2021,From 30 to 39,Female,Lebanon,R4,1
3988,2018,Unknown,Male,Canada,R3,1
3989,2021,From 30 to 39,Female,Kuwait,R5,1
3990,2021,From 30 to 39,Female,Iraq,R3,1
3991,2019,From 40 to 49,Female,Sudan,D1,1
3992,2018,Unknown,Male,Egypt,F3,1
3993,2019,From 40 to 49,Female,Yemen,F1,1
3994,2019,From 40 to 49,Male,Bahrain,F1,1
3995,2021,From 30 to 39,Male,Palestine,R5,1
3996,2019,From 40 to 49,Male,Immigrant Tribes,R1,1
3997,2018,Unknown,Female,United States,R4,1
3998,2021,From 30 to 39,Female,Syria,R3,1
3999,2020,From 40 to 49,Female,Egypt,R5,1
4000,2021,From 30 to 39,Female,Syria,D2,1
4001,2020,From 40 to 49,Female,Germany,F1,1
4002,2018,Unknown,Female,Yemen,R1,1
4003,2020,From 40 to 49,Female,Indonesia,R5,1
4004,2020,From 40 to 49,Female,Jordan,F1,1
4005,2020,From 40 to 49,Female,Iraq,F2,1
4006,2021,From 30 to 39,Female,Sudan,R4,1
4007,2021,From 30 to 39,Female,Sudan,F2,1
4008,2018,Unknown,Male,Afghanistan,F2,1
4009,2018,Unknown,Male,Afghanistan,R2,1
4010,2019,From 40 to 49,Male,Egypt,F3,1
4011,2021,From 30 to 39,Female,India,R4,1
4012,2020,From 40 to 49,Female,Saudi Arabia,R5,1
4013,2021,From 30 to 39,Female,Federated States Of Micronesia,F2,1
4014,2019,From 40 to 49,Female,Ireland,F2,1
4015,2020,From 40 to 49,Female,Yemen,F1,1
4016,2019,From 40 to 49,Female,Pakistan,F2,1
4017,2019,From 40 to 49,Female,Kuwait,F3,1
4018,2019,From 40 to 49,Female,Kuwait,F2,1
4019,2019,From 40 to 49,Female,Jordan,R4,1
4020,2019,From 40 to 49,Female,Jordan,F2,1
4021,2019,From 40 to 49,Female,Iraq,F1,1
4022,2020,From 40 to 49,Female,Sudan,F1,1
4023,2019,From 40 to 49,Female,Indonesia,R4,1
4024,2019,From 40 to 49,Female,India,R5,1
4025,2021,From 30 to 39,Female,Bahrain,F2,1
4026,2019,From 40 to 49,Female,Egypt,R4,1
4027,2018,Unknown,Male,Kuwait,R2,1
4028,2018,Unknown,Male,Kuwait,R4,1
4029,2020,From 40 to 49,Female,Yemen,D2,1
4030,2018,Unknown,Male,Jordan,F3,1
4031,2020,From 40 to 49,Female,United Arab Emirates,F2,1
4032,2020,From 40 to 49,Female,Syria,F3,1
4033,2018,Unknown,Male,Jordan,F1,1
4034,2018,Unknown,Male,Indonesia,R2,1
4035,2018,Unknown,Male,India,R5,1
4036,2018,Unknown,Male,India,R4,1
4037,2018,Unknown,Male,India,F2,1
4038,2020,From 40 to 49,Female,Sudan,R5,1
4039,2018,Unknown,Male,Immigrant Tribes,R3,1
4040,2018,Unknown,Male,Immigrant Tribes,R2,1
4041,2021,From 30 to 39,Female,Canada,R4,1
4042,2018,Unknown,Male,Eritrea,R4,1
4043,2021,From 30 to 39,Female,Egypt,F2,1
4044,2018,Unknown,Male,Eritrea,R3,1
4045,2021,From 30 to 39,Female,Egypt,R4,1
4046,2018,Unknown,Female,United Arab Emirates,R4,1
4047,2020,From 40 to 49,Female,Egypt,R3,1
4048,2018,Unknown,Female,Turkmenistan,R2,1
4049,2018,Unknown,Female,Palestine,F2,1
4050,2018,Unknown,Female,Morocco,R4,1
4051,2018,Unknown,Female,Oman,R2,1
4052,2019,From 40 to 49,Male,Saudi Arabia,R7,1
4053,2018,Unknown,Female,Pakistan,R4,1
4054,2018,Unknown,Female,Pakistan,R5,1
4055,2018,Unknown,Female,Palestine,D2,1
4056,2020,From 30 to 39,Male,Syria,R4,1
4057,2020,From 30 to 39,Male,United Kingdom,R4,1
4058,2020,From 30 to 39,Male,United Arab Emirates,R1,1
4059,2021,From 30 to 39,Male,Kuwait,F1,1
4060,2018,Unknown,Female,Palestine,R5,1
4061,2018,Unknown,Female,Russia,R5,1
4062,2020,From 30 to 39,Male,United Arab Emirates,R4,1
4063,2021,From 30 to 39,Male,Jordan,F1,1
4064,2019,From 40 to 49,Male,Sudan,D1,1
4065,2018,Unknown,Female,Lebanon,R4,1
4066,2018,Unknown,Female,Kuwait,R3,1
4067,2018,Unknown,Female,Kuwait,F1,1
4068,2018,Unknown,Female,Jordan,R5,1
4069,2021,From 30 to 39,Male,Kuwait,R3,1
4070,2021,From 30 to 39,Male,Kuwait,R4,1
4071,2018,Unknown,Female,Jordan,F2,1
4072,2018,Unknown,Female,Iraq,R4,1
4073,2018,Unknown,Female,Iraq,R2,1
4074,2021,From 30 to 39,Male,Malta,F2,1
4075,2021,From 30 to 39,Male,Nigeria,F1,1
4076,2020,From 30 to 39,Male,Syria,R1,1
4077,2021,From 30 to 39,Male,Pakistan,F1,1
4078,2021,From 30 to 39,Male,Pakistan,R2,1
4079,2021,From 30 to 39,Male,Palestine,D2,1
4080,2020,From 30 to 39,Male,Syria,F2,1
4081,2020,From 30 to 39,Male,United Arab Emirates,R6,1
4082,2020,From 30 to 39,Male,Yemen,D2,1
4083,2020,From 40 to 49,Female,Egypt,F2,1
4084,2021,From 30 to 39,Female,United Arab Emirates,R2,1
4085,2019,From 40 to 49,Male,Palestine,F3,1
4086,2019,From 40 to 49,Male,Pakistan,R4,1
4087,2019,From 40 to 49,Male,Pakistan,F3,1
4088,2021,From 30 to 39,Female,Yemen,F3,1
4089,2020,From 40 to 49,Female,Bahrain,R4,1
4090,2019,From 40 to 49,Male,Lebanon,F2,1
4091,2021,From 30 to 39,Female,Turkey,R4,1
4092,2021,From 30 to 39,Male,Jordan,D2,1
4093,2018,Unknown,Female,Syria,F1,1
4094,2018,Unknown,Female,Syria,F2,1
4095,2018,Unknown,Female,Syria,F3,1
4096,2021,From 30 to 39,Female,Thailand,R4,1
4097,2019,From 40 to 49,Male,Jordan,F2,1
4098,2020,From 40 to 49,Female,Egypt,F1,1
4099,2021,From 30 to 39,Female,Yemen,R3,1
4100,2018,Unknown,Female,Saudi Arabia,R7,1
4101,2020,From 40 to 49,Female,Bahrain,F1,1
4102,2021,From 30 to 39,Male,Afghanistan,R1,1
4103,2021,From 30 to 39,Male,Afghanistan,R3,1
4104,2021,From 30 to 39,Male,Bahrain,F1,1
4105,2021,From 30 to 39,Male,Bahrain,R1,1
4106,2021,From 30 to 39,Male,Bahrain,R3,1
4107,2020,From 30 to 39,Male,Yemen,R5,1
4108,2020,From 30 to 39,Male,Yemen,R4,1
4109,2021,From 30 to 39,Male,Bangladesh,F1,1
4110,2021,From 30 to 39,Male,Egypt,F3,1
4111,2021,From 30 to 39,Male,Eritrea,R5,1
4112,2020,From 30 to 39,Male,Yemen,R1,1
4113,2020,From 30 to 39,Male,Yemen,F3,1
4114,2021,From 30 to 39,Male,Immigrant Tribes,R3,1
4115,2021,From 30 to 39,Male,India,F1,1
4116,2020,From 20 to 29,Female,Iraq,R2,1
4118,2017,Unknown,Male,Palestine,F2,1
4619,2017,Unknown,Male,Palestine,F1,1
5121,2016,Unknown,Female,Eritrea,R3,1
5122,2016,Less Than 20,Male,Saudi Arabia,R1,1
5123,2016,Unknown,Female,Algeria,R4,1
5124,2016,Unknown,Female,Algeria,R5,1
5125,2016,Unknown,Female,Bahrain,F1,1
5126,2016,Unknown,Female,Bahrain,F2,1
5127,2016,Unknown,Female,Bahrain,F3,1
5128,2016,Unknown,Female,Bahrain,R3,1
5129,2016,Unknown,Female,Bahrain,R4,1
5130,2016,Unknown,Female,Bangladesh,R3,1
5131,2016,Unknown,Female,Canada,R1,1
5132,2016,Unknown,Female,Egypt,D2,1
5133,2016,Unknown,Female,Egypt,F1,1
5134,2016,Unknown,Female,Egypt,F2,1
5135,2016,Unknown,Female,France,R2,1
5136,2016,Unknown,Female,Oman,F2,1
5137,2016,Unknown,Female,India,D1,1
5138,2016,Unknown,Female,Indonesia,R4,1
5139,2016,Unknown,Female,Iraq,R1,1
5140,2016,Unknown,Female,Jordan,R5,1
5141,2016,Unknown,Female,Kuwait,F1,1
5142,2016,Unknown,Female,Kuwait,R1,1
5143,2016,Unknown,Female,Kyrgyzstan,D1,1
5144,2016,Unknown,Female,Lebanon,F2,1
5145,2016,Unknown,Female,Lebanon,R2,1
5146,2016,Unknown,Female,Lebanon,R4,1
5147,2016,Unknown,Female,Morocco,R2,1
5148,2016,Unknown,Female,Morocco,R5,1
5149,2016,Unknown,Female,Nigeria,R1,1
5150,2016,From 60 to 69,Male,Syria,F1,1
5151,2016,From 60 to 69,Male,Saudi Arabia,R6,1
5152,2016,From 60 to 69,Male,Egypt,F1,1
5153,2016,From 60 to 69,Female,Sudan,R4,1
5154,2016,From 40 to 49,Male,Jordan,R4,1
5155,2016,From 40 to 49,Male,Mauritania,R3,1
5156,2016,From 40 to 49,Male,Oman,F1,1
5157,2016,From 40 to 49,Male,Oman,R5,1
5158,2016,From 40 to 49,Male,Pakistan,R1,1
5159,2016,From 40 to 49,Male,Palestine,F1,1
5160,2016,From 40 to 49,Male,Palestine,R2,1
5161,2016,From 40 to 49,Male,Palestine,R5,1
5162,2016,From 40 to 49,Male,Saudi Arabia,Unknown,1
5163,2016,From 40 to 49,Male,Sudan,R1,1
5164,2016,From 40 to 49,Male,Sudan,R2,1
5165,2016,From 40 to 49,Male,Sudan,R4,1
5166,2016,From 40 to 49,Male,Sudan,R5,1
5167,2016,From 40 to 49,Male,Syria,R1,1
5168,2016,From 40 to 49,Male,Syria,R3,1
5169,2016,From 40 to 49,Male,United Arab Emirates,F3,1
5170,2016,From 40 to 49,Male,United Arab Emirates,R2,1
5171,2016,From 40 to 49,Male,Yemen,R1,1
5172,2016,From 40 to 49,Male,Yemen,R2,1
5173,2016,From 40 to 49,Male,Yemen,R3,1
5174,2016,From 40 to 49,Male,Yemen,R4,1
5175,2016,From 40 to 49,Male,Yemen,R5,1
5176,2016,From 50 to 59,Female,Jordan,F1,1
5177,2016,From 50 to 59,Female,Jordan,R4,1
5178,2016,From 50 to 59,Male,Saudi Arabia,F2,1
5179,2016,From 50 to 59,Male,Saudi Arabia,R4,1
5180,2016,From 50 to 59,Male,Yemen,R4,1
5181,2016,Unknown,Female,Oman,F1,1
5182,2016,Unknown,Female,Pakistan,D2,1
5184,2016,Unknown,Male,Pakistan,R2,1
5185,2016,Unknown,Male,India,R5,1
5186,2016,Unknown,Male,Iraq,R1,1
5187,2016,Unknown,Male,Iraq,R3,1
5188,2016,Unknown,Male,Jordan,F3,1
5189,2016,Unknown,Male,Kuwait,R2,1
5190,2016,Unknown,Male,Kuwait,R4,1
5191,2016,Unknown,Male,Kuwait,Unknown,1
5192,2016,Unknown,Male,Lebanon,F2,1
5193,2016,Unknown,Male,Lebanon,R2,1
5194,2016,Unknown,Male,Lebanon,R3,1
5195,2016,Unknown,Male,Mauritania,R3,1
5196,2016,Unknown,Male,Oman,F2,1
5197,2016,Unknown,Male,Oman,F3,1
5198,2016,Unknown,Male,Palestine,R5,1
5199,2016,Unknown,Female,Pakistan,R4,1
5200,2016,Unknown,Male,Palestine,R6,1
5201,2016,Unknown,Male,Saudi Arabia,D3,1
5202,2016,Unknown,Male,Saudi Arabia,Unknown,1
5203,2016,Unknown,Male,Somalia,R5,1
5204,2016,Unknown,Male,Sudan,R6,1
5205,2016,Unknown,Male,Syria,D2,1
5206,2016,Unknown,Male,Syria,F3,1
5207,2016,Unknown,Male,United Arab Emirates,F1,1
5208,2016,Unknown,Male,United Arab Emirates,R5,1
5209,2016,Unknown,Male,United Kingdom,R2,1
5210,2016,Unknown,Male,Unknown,F1,1
5211,2017,From 20 to 29,Female,Bangladesh,R1,1
5212,2017,From 20 to 29,Female,Belgium,R2,1
5213,2016,Unknown,Male,India,R3,1
5214,2016,Unknown,Male,India,R2,1
5215,2016,Unknown,Male,India,F3,1
5216,2016,Unknown,Male,Immigrant Tribes,R1,1
5217,2016,Unknown,Female,Palestine,R4,1
5218,2016,Unknown,Female,Qatar,R3,1
5219,2016,Unknown,Female,Russia,R3,1
5220,2016,Unknown,Female,Saudi Arabia,Unknown,1
5221,2016,Unknown,Female,Syria,D1,1
5222,2016,Unknown,Female,Turkey,R4,1
5223,2016,Unknown,Female,United Arab Emirates,F2,1
5224,2016,Unknown,Female,United Arab Emirates,F3,1
5225,2016,Unknown,Female,United Arab Emirates,R2,1
5226,2016,Unknown,Female,United Arab Emirates,R4,1
5227,2016,Unknown,Female,United Kingdom,F2,1
5228,2016,Unknown,Female,United States,R2,1
5229,2016,Unknown,Female,United States,R3,1
5230,2016,Unknown,Female,United States,R4,1
5231,2016,Unknown,Female,Unknown,F2,1
5232,2016,Unknown,Female,Yemen,D2,1
5233,2016,Unknown,Male,Algeria,R5,1
5234,2016,Unknown,Male,Bahrain,F1,1
5235,2016,Unknown,Male,Bahrain,F2,1
5236,2016,Unknown,Male,Bahrain,R1,1
5237,2016,Unknown,Male,Bahrain,R4,1
5238,2016,Unknown,Male,Bangladesh,F2,1
5239,2016,Unknown,Male,Canada,R1,1
5240,2016,Unknown,Male,Canada,R3,1
5241,2016,Unknown,Male,Egypt,D1,1
5242,2016,Unknown,Male,Eritrea,R1,1
