,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Trainee_Level_Name,Number_of_Trainees
2236,2020,Unknown,Female,India,R4,3
2237,2022,From 30 to 39,Female,Sudan,F2,3
2238,2022,From 30 to 39,Male,Egypt,F1,3
2239,2022,From 30 to 39,Female,Sudan,F1,3
2240,2022,From 30 to 39,Female,Yemen,F2,3
2250,2018,Unknown,Male,Iraq,R2,2
2252,2021,From 30 to 39,Female,Bahrain,R5,2
2253,2018,Unknown,Male,India,F1,2
2254,2016,From 30 to 39,Female,Bahrain,R1,2
2257,2021,From 20 to 29,Female,Pakistan,R3,2
2258,2018,Unknown,Male,Egypt,R5,2
2260,2016,From 30 to 39,Female,India,R4,2
2265,2020,Unknown,Male,Palestine,R5,2
2266,2018,Unknown,Male,Egypt,F2,2
2268,2016,From 20 to 29,Female,Yemen,R1,2
2269,2018,Unknown,Male,Jordan,R4,2
2270,2016,From 20 to 29,Female,Bahrain,R1,2
2271,2018,Unknown,Male,Pakistan,R2,2
2273,2021,From 20 to 29,Male,United Arab Emirates,R3,2
2274,2020,Unknown,Male,Sudan,D2,2
2277,2019,From 20 to 29,Female,Saudi Arabia,F1,2
2280,2019,From 20 to 29,Female,India,R2,2
2281,2021,From 20 to 29,Male,Yemen,R3,2
2283,2021,From 30 to 39,Female,Bahrain,R2,2
2284,2020,Unknown,Male,Saudi Arabia,R7,2
2288,2016,From 20 to 29,Female,Saudi Arabia,R4,2
2289,2016,From 20 to 29,Female,Sudan,R1,2
2290,2019,From 30 to 39,Female,Egypt,F2,2
2292,2018,Unknown,Male,Egypt,F1,2
2293,2018,Unknown,Male,Kuwait,F3,2
2295,2016,From 30 to 39,Female,Pakistan,R2,2
2297,2016,From 30 to 39,Female,Palestine,R3,2
2298,2016,From 30 to 39,Female,Saudi Arabia,D2,2
2299,2016,From 30 to 39,Male,India,R1,2
2300,2019,From 20 to 29,Female,Pakistan,R2,2
2302,2018,Unknown,Female,Syria,R3,2
2305,2016,From 30 to 39,Male,Kuwait,R1,2
2307,2021,From 30 to 39,Female,United Arab Emirates,F1,2
2308,2018,Unknown,Female,Sudan,F3,2
2309,2018,Unknown,Female,Somalia,R3,2
2310,2016,From 30 to 39,Male,Palestine,R1,2
2315,2016,From 30 to 39,Male,Palestine,R4,2
2316,2019,From 20 to 29,Female,Palestine,R1,2
2318,2020,Unknown,Male,Pakistan,R4,2
2320,2021,From 30 to 39,Male,Bahrain,R2,2
2321,2021,From 30 to 39,Male,Bahrain,R4,2
2325,2018,Unknown,Female,United Arab Emirates,F1,2
2326,2021,From 30 to 39,Female,Syria,F1,2
2330,2021,From 30 to 39,Female,Palestine,R5,2
2332,2019,From 30 to 39,Female,Kuwait,R3,2
2334,2016,From 30 to 39,Female,Sudan,D1,2
2335,2021,From 20 to 29,Female,Pakistan,R1,2
2337,2019,From 20 to 29,Female,Jordan,R2,2
2339,2019,From 20 to 29,Female,Pakistan,R1,2
2342,2019,From 30 to 39,Female,Pakistan,R3,2
2343,2016,From 30 to 39,Female,Syria,R1,2
2344,2016,From 30 to 39,Female,Syria,R3,2
2345,2016,From 30 to 39,Female,Syria,R5,2
2350,2016,From 30 to 39,Female,Yemen,R4,2
2351,2021,From 30 to 39,Female,Sudan,R5,2
2353,2019,From 20 to 29,Female,Sudan,R2,2
2354,2019,From 20 to 29,Female,Saudi Arabia,F2,2
2355,2021,From 20 to 29,Male,Immigrant Tribes,R1,2
2356,2018,Unknown,Male,Syria,F2,2
2358,2019,From 20 to 29,Female,Sudan,R1,2
2360,2019,From 20 to 29,Male,Immigrant Tribes,R1,2
2363,2021,From 20 to 29,Female,Syria,R2,2
2369,2019,From 20 to 29,Male,Jordan,R2,2
2371,2020,Unknown,Male,Yemen,R4,2
2372,2019,From 20 to 29,Male,Pakistan,R2,2
2376,2021,From 20 to 29,Female,Sudan,R4,2
2377,2021,From 20 to 29,Male,Egypt,R1,2
2382,2018,Unknown,Male,Syria,R2,2
2385,2019,From 20 to 29,Female,Sudan,R4,2
2389,2021,From 20 to 29,Female,India,R4,2
2390,2019,From 20 to 29,Female,Bahrain,R4,2
2391,2019,From 20 to 29,Female,Bahrain,R3,2
2393,2019,From 20 to 29,Female,United Arab Emirates,R3,2
2395,2021,From 20 to 29,Female,India,R3,2
2398,2021,From 20 to 29,Female,United Arab Emirates,R4,2
2400,2021,From 20 to 29,Female,United States,R2,2
2402,2018,Unknown,Male,Yemen,R2,2
2407,2019,From 20 to 29,Female,Yemen,R4,2
2408,2021,From 20 to 29,Female,Immigrant Tribes,R1,2
2410,2021,From 20 to 29,Male,Immigrant Tribes,R3,2
2411,2021,From 20 to 29,Male,Syria,R3,2
2414,2021,From 20 to 29,Female,Palestine,R3,2
2416,2021,From 20 to 29,Female,Palestine,R2,2
2419,2019,From 20 to 29,Male,Syria,R1,2
2420,2019,From 20 to 29,Male,United Arab Emirates,R2,2
2422,2021,From 20 to 29,Male,Pakistan,R3,2
2423,2021,From 20 to 29,Male,Pakistan,R4,2
2424,2021,From 20 to 29,Male,Palestine,R1,2
2425,2019,From 20 to 29,Male,Yemen,R1,2
2434,2018,Unknown,Male,Palestine,F2,2
2446,2021,From 20 to 29,Female,Sudan,R3,2
2447,2021,From 20 to 29,Female,Somalia,R1,2
2456,2021,From 20 to 29,Male,Jordan,R1,2
2459,2021,From 20 to 29,Male,Jordan,R2,2
2462,2021,From 20 to 29,Male,Jordan,R4,2
2468,2021,From 30 to 39,Male,Bahrain,R5,2
2469,2018,From 30 to 39,Female,Bahrain,R3,2
2470,2017,From 40 to 49,Female,Yemen,R3,2
2471,2017,From 40 to 49,Female,Yemen,F1,2
2472,2018,From 30 to 39,Female,Egypt,F1,2
2474,2017,From 40 to 49,Female,Sudan,R5,2
2476,2017,From 40 to 49,Female,Sudan,D2,2
2477,2022,From 30 to 39,Male,Egypt,F2,2
2478,2017,From 40 to 49,Female,Palestine,R4,2
2479,2022,From 30 to 39,Female,Yemen,F1,2
2480,2022,From 30 to 39,Female,United Arab Emirates,F2,2
2481,2022,From 30 to 39,Female,Syria,F2,2
2485,2017,From 30 to 39,Male,Yemen,R3,2
2486,2017,From 30 to 39,Male,Yemen,F2,2
2487,2017,From 40 to 49,Male,Bahrain,F2,2
2488,2017,From 40 to 49,Male,Egypt,F2,2
2489,2022,From 30 to 39,Male,Yemen,F2,2
2490,2018,From 20 to 29,Male,United Arab Emirates,R1,2
2492,2017,From 40 to 49,Male,Sudan,R4,2
2493,2018,From 20 to 29,Male,Pakistan,R1,2
2494,2022,From 30 to 39,Male,Yemen,F1,2
2497,2022,From 30 to 39,Male,Sudan,F3,2
2500,2017,From 40 to 49,Male,Palestine,F1,2
2501,2022,From 30 to 39,Male,Palestine,F3,2
2502,2018,From 20 to 29,Male,Saudi Arabia,R4,2
2503,2017,From 40 to 49,Male,Kuwait,R4,2
2504,2017,From 40 to 49,Male,Kuwait,R3,2
2505,2017,From 40 to 49,Male,Kuwait,R2,2
2506,2017,From 40 to 49,Male,Kuwait,R1,2
2507,2017,From 40 to 49,Male,Jordan,F2,2
2508,2018,From 30 to 39,Female,Saudi Arabia,R6,2
2512,2017,From 30 to 39,Male,Bahrain,R1,2
2513,2017,From 30 to 39,Female,Yemen,R5,2
2514,2021,Unknown,Male,Saudi Arabia,R7,2
2515,2017,From 30 to 39,Female,Yemen,F1,2
2517,2017,From 30 to 39,Female,United Arab Emirates,R3,2
2518,2017,From 30 to 39,Female,United Arab Emirates,R2,2
2519,2017,From 30 to 39,Female,United Arab Emirates,F1,2
2520,2017,From 30 to 39,Female,Syria,R4,2
2521,2018,From 30 to 39,Male,Kuwait,R3,2
2523,2021,Unknown,Male,Palestine,R4,2
2524,2017,From 30 to 39,Female,Sudan,R1,2
2525,2017,From 30 to 39,Female,Sudan,D2,2
2526,2021,Unknown,Male,Palestine,F3,2
2529,2018,From 30 to 39,Male,India,R3,2
2530,2017,From 30 to 39,Male,Egypt,R2,2
2531,2017,From 30 to 39,Male,India,F1,2
2532,2017,From 30 to 39,Male,Palestine,R5,2
2533,2017,From 30 to 39,Male,Syria,R1,2
2534,2017,From 30 to 39,Male,Sudan,R1,2
2535,2017,From 30 to 39,Male,Saudi Arabia,R6,2
2536,2022,From 20 to 29,Female,Yemen,F1,2
2537,2018,From 30 to 39,Female,United Arab Emirates,F2,2
2538,2022,From 20 to 29,Female,Bahrain,F1,2
2540,2017,From 30 to 39,Male,Palestine,R4,2
2541,2017,From 30 to 39,Male,India,R2,2
2542,2018,From 30 to 39,Female,United Arab Emirates,R3,2
2543,2018,From 30 to 39,Female,United Arab Emirates,R4,2
2544,2018,From 30 to 39,Female,Yemen,F2,2
2545,2017,From 30 to 39,Male,Kuwait,R2,2
2546,2018,From 30 to 39,Male,Bahrain,R1,2
2547,2018,From 30 to 39,Male,Bahrain,R2,2
2548,2018,From 30 to 39,Male,Egypt,R3,2
2549,2018,From 20 to 29,Male,Jordan,R1,2
2550,2017,From 50 to 59,Female,Saudi Arabia,F1,2
2552,2017,Unknown,Male,Iraq,R1,2
2553,2017,Unknown,Male,India,F1,2
2555,2022,Unknown,Male,Egypt,D2,2
2556,2022,Unknown,Male,Bahrain,F1,2
2559,2017,Unknown,Male,Bahrain,R4,2
2560,2017,Unknown,Male,Bahrain,R3,2
2561,2017,Unknown,Male,Syria,R1,2
2563,2022,Unknown,Female,Syria,F1,2
2566,2017,Unknown,Male,Yemen,R1,2
2567,2022,Unknown,Female,Palestine,F1,2
2568,2017,Unknown,Female,Syria,R2,2
2569,2017,Unknown,Female,Syria,F2,2
2570,2022,Unknown,Male,Jordan,F2,2
2572,2018,From 20 to 29,Female,Yemen,R3,2
2575,2022,Unknown,Male,Syria,F3,2
2576,2017,Unknown,Male,Pakistan,R1,2
2578,2017,Unknown,Male,Pakistan,F1,2
2581,2022,Unknown,Male,Sudan,F2,2
2582,2022,Unknown,Male,Sudan,F1,2
2583,2017,Unknown,Male,Kuwait,R4,2
2584,2022,Unknown,Male,Saudi Arabia,Unknown,2
2589,2017,Unknown,Male,Jordan,R3,2
2593,2017,Unknown,Female,Somalia,R2,2
2594,2017,Unknown,Female,Saudi Arabia,Unknown,2
2596,2017,Unknown,Female,Egypt,F1,2
2597,2022,From 40 to 49,Female,Sudan,F3,2
2598,2018,From 20 to 29,Female,Saudi Arabia,F1,2
2599,2022,From 40 to 49,Female,Saudi Arabia,F1,2
2600,2017,Unknown,Female,Bahrain,R2,2
2601,2018,From 20 to 29,Female,Saudi Arabia,R5,2
2602,2018,From 20 to 29,Female,Sudan,R1,2
2603,2018,From 20 to 29,Female,Sudan,R3,2
2604,2018,From 20 to 29,Female,Syria,R1,2
2605,2017,From 50 to 59,Male,Yemen,F1,2
2606,2022,From 40 to 49,Female,Egypt,F2,2
2607,2017,From 50 to 59,Male,Saudi Arabia,Unknown,2
2608,2017,From 50 to 59,Male,Saudi Arabia,R2,2
2609,2017,From 50 to 59,Male,Pakistan,F1,2
2611,2017,From 50 to 59,Female,Saudi Arabia,R4,2
2612,2022,From 40 to 49,Male,Egypt,F1,2
2613,2018,From 20 to 29,Female,Pakistan,R1,2
2614,2017,Unknown,Female,India,R4,2
2615,2017,Unknown,Female,Palestine,R1,2
2616,2022,From 40 to 49,Male,Yemen,F1,2
2620,2022,From 40 to 49,Male,Sudan,F1,2
2621,2022,From 40 to 49,Male,Saudi Arabia,F3,2
2622,2017,Unknown,Female,Palestine,R4,2
2623,2018,From 20 to 29,Female,Bahrain,R2,2
2624,2018,From 20 to 29,Female,Jordan,R1,2
2625,2018,From 20 to 29,Female,Bahrain,R3,2
2626,2017,Unknown,Female,Pakistan,R4,2
2627,2017,Unknown,Female,Pakistan,F2,2
2628,2018,From 20 to 29,Female,India,R1,2
2629,2017,Unknown,Female,Jordan,R5,2
2630,2017,Unknown,Female,Jordan,R3,2
2633,2017,From 30 to 39,Female,Palestine,R4,2
2635,2018,From 40 to 49,Male,Palestine,F2,2
2636,2016,Unknown,Female,Jordan,R4,2
2637,2016,Unknown,Female,Jordan,F2,2
2638,2016,Unknown,Female,Iraq,R2,2
2639,2018,From 40 to 49,Male,Saudi Arabia,D2,2
2640,2016,Unknown,Female,India,R3,2
2642,2018,From 40 to 49,Male,Saudi Arabia,F3,2
2643,2016,Unknown,Female,Egypt,R4,2
2644,2021,From 30 to 39,Male,Yemen,R4,2
2645,2021,From 30 to 39,Male,Yemen,R3,2
2646,2018,From 40 to 49,Male,Saudi Arabia,R6,2
2647,2021,From 30 to 39,Male,Yemen,F2,2
2648,2021,From 30 to 39,Male,Yemen,F1,2
2651,2016,From 50 to 59,Male,Saudi Arabia,R1,2
2652,2016,From 50 to 59,Female,Saudi Arabia,R3,2
2653,2016,Unknown,Female,Kuwait,F2,2
2655,2016,Unknown,Female,Sudan,D1,2
2656,2018,From 40 to 49,Male,Kuwait,R4,2
2657,2016,Unknown,Female,Somalia,R1,2
2658,2016,Unknown,Female,Saudi Arabia,R6,2
2659,2021,From 40 to 49,Female,Sudan,R4,2
2661,2021,From 40 to 49,Female,Sudan,F3,2
2662,2021,From 40 to 49,Female,Saudi Arabia,R5,2
2666,2016,Unknown,Female,Palestine,R5,2
2668,2021,From 40 to 49,Female,Saudi Arabia,D2,2
2670,2016,Unknown,Female,Pakistan,R3,2
2671,2016,Unknown,Female,Pakistan,R2,2
2672,2016,Unknown,Female,Pakistan,F1,2
2673,2018,From 40 to 49,Male,Kuwait,F2,2
2674,2016,From 50 to 59,Female,Saudi Arabia,R2,2
2675,2016,From 50 to 59,Female,Saudi Arabia,R1,2
2676,2018,From 50 to 59,Female,Saudi Arabia,F2,2
2677,2019,From 30 to 39,Female,Palestine,R4,2
2678,2016,From 40 to 49,Female,Sudan,R4,2
2682,2016,From 40 to 49,Female,Sudan,D1,2
2684,2018,Unknown,Female,India,R5,2
2685,2016,From 40 to 49,Female,Palestine,R3,2
2686,2021,From 30 to 39,Male,Kuwait,F2,2
2687,2016,From 40 to 49,Female,India,D1,2
2688,2016,From 40 to 49,Female,Egypt,R1,2
2689,2018,Unknown,Female,Palestine,R2,2
2693,2016,From 30 to 39,Male,Yemen,R2,2
2695,2021,From 30 to 39,Male,Sudan,F2,2
2696,2018,Unknown,Female,Egypt,R3,2
2697,2016,From 40 to 49,Female,Yemen,R2,2
2699,2018,From 50 to 59,Male,Saudi Arabia,R3,2
2700,2018,From 50 to 59,Male,Sudan,F2,2
2701,2016,From 40 to 49,Male,Sudan,R3,2
2704,2018,From 50 to 59,Male,Yemen,F2,2
2705,2016,From 40 to 49,Male,Saudi Arabia,F2,2
2706,2016,From 40 to 49,Male,Kuwait,R5,2
2707,2018,Unknown,Female,Egypt,F2,2
2708,2016,From 40 to 49,Male,Kuwait,R3,2
2709,2016,From 40 to 49,Male,Jordan,R3,2
2710,2016,From 40 to 49,Male,Jordan,F1,2
2713,2018,Unknown,Female,Bahrain,R3,2
2714,2016,From 40 to 49,Male,Bahrain,F1,2
2715,2016,Unknown,Female,Somalia,R4,2
2716,2021,From 40 to 49,Female,Yemen,F2,2
2717,2017,From 30 to 39,Female,Kuwait,R2,2
2719,2018,From 30 to 39,Male,Yemen,R5,2
2720,2017,From 20 to 29,Female,Bahrain,R2,2
2721,2017,From 20 to 29,Female,Bahrain,R1,2
2723,2016,Unknown,Male,Syria,R5,2
2726,2016,Unknown,Male,Syria,F2,2
2727,2016,Unknown,Male,Sudan,R5,2
2732,2016,Unknown,Male,Sudan,D2,2
2733,2018,From 40 to 49,Female,Egypt,F1,2
2735,2021,Unknown,Female,Canada,R1,2
2736,2018,From 30 to 39,Male,Yemen,R4,2
2738,2021,From 40 to 49,Male,Egypt,F3,2
2739,2018,From 30 to 39,Male,Yemen,F1,2
2740,2017,From 30 to 39,Female,Kuwait,R1,2
2741,2017,From 30 to 39,Female,Jordan,R1,2
2742,2021,Unknown,Male,Jordan,F1,2
2744,2017,From 30 to 39,Female,Egypt,R5,2
2745,2021,Unknown,Male,Egypt,R5,2
2747,2017,From 30 to 39,Female,Bahrain,R2,2
2748,2021,Unknown,Male,Egypt,D1,2
2749,2018,From 30 to 39,Male,Sudan,R2,2
2751,2021,Unknown,Female,Yemen,R5,2
2752,2017,From 20 to 29,Male,Saudi Arabia,D1,2
2753,2017,From 20 to 29,Female,Yemen,R2,2
2754,2021,Unknown,Female,Yemen,F1,2
2755,2017,From 20 to 29,Female,Sudan,R2,2
2757,2016,Unknown,Male,Palestine,F3,2
2759,2016,Unknown,Male,Palestine,F1,2
2760,2016,Unknown,Male,Pakistan,R3,2
2761,2018,From 40 to 49,Female,Sudan,F3,2
2762,2018,From 40 to 49,Female,Sudan,R3,2
2763,2018,From 40 to 49,Female,Sudan,R5,2
2768,2018,From 40 to 49,Female,Yemen,F1,2
2769,2018,From 40 to 49,Female,Yemen,F2,2
2770,2018,From 40 to 49,Female,Yemen,R4,2
2771,2016,Unknown,Female,Syria,R5,2
2772,2021,From 40 to 49,Male,Pakistan,F1,2
2773,2021,From 40 to 49,Male,Kuwait,F3,2
2774,2016,Unknown,Female,Syria,R1,2
2775,2016,Unknown,Female,Syria,F1,2
2778,2016,Unknown,Male,Bahrain,R2,2
2779,2016,Unknown,Male,Bahrain,R3,2
2780,2018,From 40 to 49,Female,Sudan,D1,2
2781,2016,Unknown,Male,India,R4,2
2783,2021,Unknown,Female,Bahrain,R4,2
2784,2016,Unknown,Male,Kuwait,R3,2
2785,2016,Unknown,Male,Kuwait,F2,2
2786,2018,From 40 to 49,Female,Pakistan,F1,2
2787,2021,From 40 to 49,Male,Yemen,F2,2
2788,2018,From 40 to 49,Female,Saudi Arabia,D2,2
2789,2021,From 40 to 49,Male,Yemen,F1,2
2790,2021,From 40 to 49,Male,Saudi Arabia,D2,2
2791,2016,Unknown,Male,India,F2,2
2794,2021,From 40 to 49,Male,Sudan,F3,2
2795,2021,From 40 to 49,Male,Sudan,F2,2
2796,2021,From 40 to 49,Male,Saudi Arabia,F3,2
2797,2016,Unknown,Male,Egypt,D2,2
2803,2020,From 40 to 49,Male,Yemen,F1,2
2805,2020,From 30 to 39,Female,Kuwait,R4,2
2809,2019,Unknown,Male,Saudi Arabia,R7,2
2812,2019,From 50 to 59,Female,Saudi Arabia,D1,2
2815,2019,From 50 to 59,Male,Egypt,F2,2
2817,2019,Unknown,Male,Sudan,D1,2
2821,2020,From 20 to 29,Male,Immigrant Tribes,R2,2
2826,2020,From 30 to 39,Male,Sudan,F1,2
2827,2020,From 40 to 49,Male,Pakistan,F3,2
2829,2020,From 20 to 29,Male,Jordan,R1,2
2830,2020,From 40 to 49,Male,Saudi Arabia,D1,2
2842,2020,From 40 to 49,Male,Sudan,F1,2
2845,2020,From 40 to 49,Male,Syria,F1,2
2846,2020,From 50 to 59,Male,Sudan,F2,2
2847,2020,From 30 to 39,Female,Pakistan,R4,2
2849,2019,Unknown,Male,Syria,R3,2
2850,2019,From 30 to 39,Male,India,R4,2
2857,2019,Unknown,Male,Syria,F2,2
2858,2019,Unknown,Male,Syria,F3,2
2859,2019,Unknown,Male,Syria,R5,2
2860,2019,From 30 to 39,Male,Jordan,F2,2
2865,2019,From 30 to 39,Male,Egypt,R4,2
2869,2020,From 30 to 39,Female,Sudan,R4,2
2872,2019,Unknown,Male,Sudan,F3,2
2876,2019,From 50 to 59,Male,Saudi Arabia,R4,2
2877,2019,From 50 to 59,Male,Sudan,F1,2
2878,2020,From 30 to 39,Female,Pakistan,R5,2
2881,2019,From 40 to 49,Male,Kuwait,F3,2
2884,2019,From 30 to 39,Male,Kuwait,F2,2
2887,2019,From 30 to 39,Male,Kuwait,R4,2
2892,2019,Unknown,Female,Somalia,R4,2
2894,2019,From 30 to 39,Male,Sudan,R3,2
2895,2020,From 20 to 29,Male,Jordan,R3,2
2897,2019,Unknown,Male,Egypt,R2,2
2901,2020,From 30 to 39,Male,Yemen,R3,2
2904,2020,From 30 to 39,Male,Yemen,R2,2
2905,2019,Unknown,Female,United Arab Emirates,F2,2
2907,2019,From 40 to 49,Female,Sudan,R4,2
2909,2020,From 20 to 29,Male,United Arab Emirates,R1,2
2910,2020,From 20 to 29,Male,Syria,R2,2
2911,2019,From 40 to 49,Female,Sudan,F3,2
2912,2020,From 30 to 39,Male,Yemen,F1,2
2914,2020,From 40 to 49,Female,Saudi Arabia,F3,2
2915,2020,From 30 to 39,Female,Egypt,R5,2
2917,2019,Unknown,Female,Syria,R4,2
2918,2019,From 40 to 49,Female,Yemen,F2,2
2922,2019,From 40 to 49,Male,Kuwait,F1,2
2923,2020,From 30 to 39,Female,Bahrain,R1,2
2932,2020,From 40 to 49,Female,Pakistan,F1,2
2933,2020,From 30 to 39,Female,Bahrain,F1,2
2934,2020,From 20 to 29,Male,Yemen,R2,2
2939,2020,From 30 to 39,Male,Yemen,R6,2
2940,2020,From 20 to 29,Male,United Arab Emirates,R3,2
2943,2020,From 20 to 29,Male,Palestine,R1,2
2946,2019,From 40 to 49,Male,Yemen,F1,2
2954,2020,From 40 to 49,Male,Egypt,F3,2
2959,2020,From 40 to 49,Male,Kuwait,F2,2
2961,2020,From 30 to 39,Male,Sudan,R4,2
2962,2020,From 30 to 39,Male,Sudan,F3,2
2968,2019,From 30 to 39,Male,Yemen,F2,2
2969,2019,From 30 to 39,Male,Yemen,R1,2
2970,2019,Unknown,Male,India,F2,2
2973,2019,Unknown,Male,Iraq,R3,2
2976,2020,From 20 to 29,Male,Pakistan,R3,2
2977,2019,Unknown,Male,Kuwait,F1,2
2979,2019,Unknown,Male,Pakistan,R3,2
2980,2019,From 40 to 49,Female,Egypt,F2,2
2982,2019,Unknown,Male,Palestine,R3,2
2985,2019,From 30 to 39,Male,Yemen,R5,2
2986,2019,From 40 to 49,Male,Sudan,F3,2
2987,2019,From 30 to 39,Male,Yemen,R3,2
2994,2020,From 20 to 29,Female,India,R1,2
3001,2020,From 30 to 39,Female,United Arab Emirates,F2,2
3002,2020,From 20 to 29,Female,Sudan,R3,2
3003,2020,From 20 to 29,Female,India,R3,2
3007,2020,From 30 to 39,Male,Bahrain,R4,2
3009,2020,From 20 to 29,Female,Sudan,R2,2
3016,2020,From 20 to 29,Female,Syria,R1,2
3019,2019,From 30 to 39,Female,United Arab Emirates,R4,2
3022,2019,From 30 to 39,Female,United Arab Emirates,F3,2
3023,2019,From 30 to 39,Female,United Arab Emirates,F1,2
3028,2020,Unknown,Female,Palestine,F2,2
3031,2020,Unknown,Female,Palestine,R4,2
3032,2020,Unknown,Female,Saudi Arabia,D2,2
3037,2020,From 30 to 39,Male,Bahrain,R3,2
3041,2020,From 20 to 29,Female,Palestine,R1,2
3042,2020,From 20 to 29,Female,Pakistan,R3,2
3047,2020,Unknown,Male,Iraq,R4,2
3052,2020,Unknown,Male,Kuwait,F2,2
3054,2020,From 20 to 29,Female,Pakistan,R2,2
3057,2020,From 30 to 39,Female,Yemen,R5,2
3058,2020,From 20 to 29,Female,Palestine,R2,2
3060,2020,From 20 to 29,Female,Saudi Arabia,F2,2
3065,2019,From 30 to 39,Female,Sudan,R3,2
3072,2020,From 30 to 39,Male,Bahrain,R1,2
3076,2019,Unknown,Female,Egypt,R4,2
3083,2020,From 30 to 39,Male,Kuwait,F1,2
3084,2019,From 30 to 39,Male,Bahrain,R2,2
3093,2020,From 20 to 29,Female,United Arab Emirates,R3,2
3095,2020,Unknown,Female,Jordan,R5,2
3098,2020,From 20 to 29,Female,Bahrain,R4,2
3101,2020,From 30 to 39,Male,Kuwait,R5,2
3102,2019,Unknown,Female,Palestine,F1,2
3103,2019,Unknown,Female,Palestine,R3,2
3106,2020,From 20 to 29,Female,United States,R1,2
3107,2019,From 30 to 39,Male,Bahrain,R3,2
3109,2020,Unknown,Female,Egypt,R5,2
3121,2019,From 30 to 39,Female,Yemen,F3,2
3123,2019,Unknown,Male,Yemen,R3,2
3124,2020,From 30 to 39,Male,Jordan,F3,2
3126,2018,From 30 to 39,Male,Pakistan,R2,1
3127,2021,Unknown,Male,Oman,F3,1
3128,2020,From 30 to 39,Female,Egypt,R4,1
3129,2018,From 40 to 49,Female,Bahrain,R2,1
3130,2018,From 40 to 49,Female,Egypt,R3,1
3131,2021,Unknown,Male,Pakistan,R5,1
3132,2018,From 30 to 39,Male,Lebanon,F1,1
3133,2021,Unknown,Male,Pakistan,F2,1
3134,2018,From 30 to 39,Male,Palestine,D1,1
3135,2020,From 30 to 39,Female,Federated States Of Micronesia,F1,1
3136,2021,Unknown,Female,Ethiopia,F3,1
3137,2019,Unknown,Female,Iraq,R5,1
3138,2021,Unknown,Male,Kuwait,F3,1
3139,2020,From 30 to 39,Female,Eritrea,R4,1
3140,2019,Unknown,Female,Syria,F2,1
3141,2019,Unknown,Female,Jordan,F3,1
3142,2018,From 30 to 39,Male,Palestine,R3,1
3143,2021,Unknown,Male,Lebanon,F1,1
3144,2018,From 30 to 39,Male,Nigeria,R3,1
3145,2021,Unknown,Female,Sudan,D2,1
3146,2019,Unknown,Female,Palestine,F3,1
3147,2020,From 30 to 39,Female,Egypt,R3,1
3148,2018,From 30 to 39,Male,Palestine,R2,1
3149,2020,From 30 to 39,Female,Palestine,F3,1
3150,2018,From 30 to 39,Male,Pakistan,F2,1
3151,2021,Unknown,Male,Kuwait,R4,1
3152,2021,Unknown,Female,France,F1,1
3153,2018,From 30 to 39,Male,Pakistan,R3,1
3154,2020,From 30 to 39,Female,United Arab Emirates,R6,1
3155,2021,From 40 to 49,Male,Syria,F3,1
3156,2020,From 30 to 39,Female,Somalia,D2,1
3157,2021,Unknown,Female,Jordan,R5,1
3158,2021,Unknown,Female,Lebanon,F2,1
3159,2021,Unknown,Male,Palestine,R5,1
3160,2019,Unknown,Female,Yemen,F3,1
3161,2018,From 30 to 39,Male,Kuwait,R4,1
3162,2019,Unknown,Female,Yemen,R1,1
3163,2020,From 30 to 39,Female,Sudan,F1,1
3164,2020,From 30 to 39,Female,Canada,R3,1
3165,2020,From 30 to 39,Female,Bahrain,R5,1
3166,2018,From 40 to 49,Female,Egypt,R2,1
3167,2018,From 30 to 39,Male,Kuwait,R1,1
3168,2020,From 30 to 39,Female,Sudan,R3,1
3169,2020,From 30 to 39,Female,Syria,F3,1
3170,2018,From 30 to 39,Male,Jordan,R5,1
3171,2021,Unknown,Male,Saudi Arabia,Unknown,1
3172,2018,From 30 to 39,Male,Kuwait,R5,1
3173,2021,From 40 to 49,Male,Saudi Arabia,R7,1
3174,2021,Unknown,Female,Iraq,F1,1
3175,2018,From 40 to 49,Female,Bahrain,R5,1
3176,2018,From 40 to 49,Female,Bahrain,R3,1
3177,2021,From 40 to 49,Male,Syria,F2,1
3178,2021,Unknown,Female,Iraq,R1,1
3179,2020,From 30 to 39,Female,Egypt,F1,1
3180,2019,Unknown,Female,Iraq,R3,1
3181,2019,Unknown,Female,Turkmenistan,R2,1
3182,2019,Unknown,Female,India,R4,1
3183,2021,Unknown,Female,Jordan,F1,1
3184,2018,From 40 to 49,Female,Azerbaijan,F2,1
3185,2019,Unknown,Female,United States,F1,1
3186,2021,Unknown,Male,Palestine,R3,1
3187,2020,From 30 to 39,Female,United States,F2,1
3188,2020,From 30 to 39,Female,Yemen,D2,1
3189,2021,Unknown,Female,Jordan,R1,1
3190,2018,From 40 to 49,Female,Bahrain,R4,1
3191,2021,Unknown,Male,Jordan,R3,1
3192,2018,From 30 to 39,Male,Yemen,D2,1
3193,2021,Unknown,Female,Egypt,R4,1
3194,2021,Unknown,Female,Djibouti,R5,1
3195,2018,From 30 to 39,Male,United Arab Emirates,R2,1
3196,2018,From 30 to 39,Male,United Arab Emirates,F2,1
3197,2018,From 40 to 49,Female,Ireland,F1,1
3198,2019,Unknown,Female,Kuwait,R4,1
3199,2018,From 40 to 49,Female,Jordan,F1,1
