,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
9753,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Sudan University Of Science And Technology,1,no
9755,2019,Madinah,Forensic Medicine Center in Medina,Batterjee Medical College,1,no
9756,2019,Madinah,Forensic Medicine Center in Medina,King Abdulaziz University,1,no
9757,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Prince Sattam Bin Abdulaziz University,1,no
9758,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Najran University,1,no
9760,2019,Madinah,General Directorate of Health Affairs in Madinah,Taibah University,1,no
9761,2019,Madinah,Joint Family Medicine Program - Medina,Taibah University,1,no
9764,2019,Madinah,"Joint training program in the Western Region, Madinah",Taibah University,1,no
9765,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Imam Abdulrahman Bin Faisal University,1,no
9766,2019,Madinah,JointProgram for Family Medicine in Madinah,Jordan University Of Science And Technology,1,no
9767,2019,Madinah,JointProgram for Family Medicine in Madinah,Northern Borders University,1,no
9768,2019,Taif,Armed Forces Hospital in Al-Hada in Taif,Al Jouf University,1,no
9769,2019,Madinah,King Fahd Hospital in Medina,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9770,2019,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Ain Shams University,1,no
9771,2019,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,University Of Juba,1,no
9772,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,October 6 University - Egypt,1,no
9773,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Kuwait University - Kuwait,1,no
9775,2019,Madinah,Maternity and Children Hospital in Medina,Alfaisal University,1,no
9776,2019,Madinah,Maternity and Children Hospital in Medina,Batterjee Medical College,1,no
9777,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,King Abdulaziz University,1,no
9779,2019,Madinah,Maternity and Children Hospital in Medina,October 6 University - Egypt,1,no
9780,2019,Madinah,Maternity and Children Hospital in Medina,Omdurman Islamic University - Sudan,1,no
9781,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Jazan University,1,no
9782,2019,Madinah,Maternity and Children Hospital in Medina,Qassim University,1,no
9783,2019,Madinah,Maternity and Children Hospital in Medina,Saudi Commission For Health Specialties,1,no
9784,2019,Madinah,Maternity and Children Hospital in Medina,Sulaiman Al Rajhi University,1,no
9786,2019,Madinah,Maternity and Children Hospital in Medina,University Of Khartoum,1,no
9788,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Buraydah Colleges,1,no
9790,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Misr University For Science And Technology - Egypt,1,no
9791,2019,Madinah,Maternity and Children Hospital in Medina,Al Jouf University,1,no
9793,2019,Madinah,King Fahd Hospital in Medina,University Of Imam Muhammad Bin Saud Islamic University,1,no
9795,2019,Madinah,King Fahd Hospital in Medina,King Khalid University,1,no
9797,2019,Madinah,King Fahd Hospital in Medina,King Saud Bin Abdulaziz University For Health Scinces,1,no
9798,2019,Tabuk,General Directorate of Health Affairs in Tabuk Region,Unknown,1,yes
9799,2019,Madinah,King Fahd Hospital in Medina,Misr University For Science And Technology - Egypt,1,no
9800,2019,Tabuk,Family Medicine Postgraduate Program in Tabuk,University Of Tabuk,1,no
9801,2019,Madinah,King Fahd Hospital in Medina,Qassim University,1,no
9802,2019,Sakaka,King Abdulaziz Specialist Hospital in Aljowf,University Of Tabuk,1,no
9803,2019,Sakaka,King Abdulaziz Specialist Hospital in Aljowf,University Of Hail,1,no
9804,2019,Sakaka,King Abdulaziz Specialist Hospital in Aljowf,Al Jouf University,1,no
9807,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Riyadh Elm University,1,no
9809,2019,Madinah,King Fahd Hospital in Medina,University Of Bahr El-Ghazal,1,no
9812,2019,Madinah,College of Dentistry Taibah University in Medina,Unknown,1,yes
9813,2019,Taif,Directorate of Health Affairs in Taif Governorate,Taif University,1,no
9814,2019,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Maastricht University - Netherlands,1,no
9815,2019,Taif,The program of the Ministry of Health in Taif ,Taibah University,1,no
9816,2019,Taif,The program of the Ministry of Health in Taif ,King Saud Bin Abdulaziz University For Health Scinces,1,no
9817,2019,Taif,The program of the Ministry of Health in Taif ,Jazan University,1,no
9818,2019,Taif,The program of the Ministry of Health in Taif ,Albaha University,1,no
9819,2019,Taif,The program of the Ministry of Health in Taif ,Al Jouf University,1,no
9821,2019,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,Northern Borders University,1,no
9822,2019,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,King Saud University,1,no
9823,2019,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,King Abdulaziz University,1,no
9824,2019,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,Albaha University,1,no
9825,2019,Jubail,Royal Commission Medical Center in Jubail,Imam Abdulrahman Bin Faisal University,1,no
9826,2019,Jubail,Royal Commission Medical Center in Jubail,King Saud Bin Abdulaziz University For Health Scinces,1,no
9827,2019,Jubail,Royal Commission Medical Center in Jubail,Najran University,1,no
9829,2019,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Taif University,1,no
9830,2019,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Taibah University,1,no
9831,2019,Jubail,Royal Commission Medical Center in Jubail,Taif University,1,no
9832,2019,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Riyadh Colleges Of Dentistry And Pharmacy,1,no
9834,2019,Taif,Directorate of Health Affairs in Taif Governorate,Unknown,1,yes
9835,2019,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,King Abdulaziz University,1,no
9836,2019,Jouf,Muktt 5 primary health care center in Aljowf,Northern Borders University,1,no
9837,2019,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,King Abdulaziz University,1,no
9839,2019,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Almaarefa University,1,no
9840,2019,Jouf,The program of the Ministry of Health in Al-Jouf,Al Jouf University,1,no
9841,2019,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Alfaisal University,1,no
9842,2019,Jouf,The program of the Ministry of Health in Al-Jouf,Jordan University Of Science And Technology,1,no
9843,2019,Jouf,The program of the Ministry of Health in Al-Jouf,University Of Gezira,1,no
9844,2019,Jouf,The program of the Ministry of Health in Al-Jouf,University Of Kordofan - Sudan,1,no
9845,2019,Jouf,The program of the Ministry of Health in Al-Jouf,University Of Tabuk,1,no
9846,2019,Unaizah,King Saud Hospital in Unaizah,King Saud University,1,no
9847,2019,Unaizah,King Saud Hospital in Unaizah,King Faisal University,1,no
9848,2019,Jouf,The program of the Ministry of Health in Al-Jouf,Unknown,1,yes
9849,2019,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Arabian Gulf University,1,no
9850,2019,Unaizah,King Saud Hospital in Unaizah,Imam Abdulrahman Bin Faisal University,1,no
9852,2019,Unaizah,King Saud Hospital in Unaizah,Al-Baath University,1,no
9854,2019,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,King Abdulaziz University,1,no
9855,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Ain Shams University,1,no
9860,2019,Khobar,King Fahd University Hospital in Khobar,Majmaah University,1,no
9861,2019,Taif,King Abdulaziz Specialist Hospital in Taif,King Saud University,1,no
9862,2019,Taif,King Abdulaziz Specialist Hospital in Taif,King Khalid University,1,no
9864,2019,Taif,King Abdulaziz Specialist Hospital in Taif,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9865,2019,Khobar,King Fahd University Hospital in Khobar,Royal College of Surgeons in Ireland - Bahrain,1,no
9867,2019,Taif,"Joint training program in the Western Region, Taif",Umm Al Qura University,1,no
9868,2019,Khobar,King Fahd University Hospital in Khobar,Taibah University,1,no
9869,2019,Taif,"Joint training program in the Western Region, Taif",Taif University,1,no
9872,2019,Khobar,King Fahd University Hospital in Khobar,University Of Hail,1,no
9873,2019,Taif,Eradah Mental Health Complex in Taif,King Abdulaziz University,1,no
9875,2019,Taif,King Faisal Medical Complex in Taif,October 6 University - Egypt,1,no
9877,2019,Taif,Pediatric Hospital in Taif,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9878,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,King Abdulaziz University,1,no
9881,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Menoufia University,1,no
9882,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Omdurman Islamic University - Sudan,1,no
9883,2019,Taif,Pediatric Hospital in Taif,October 6 University - Egypt,1,no
9884,2019,Taif,Pediatric Hospital in Taif,Jeddah University,1,no
9885,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Taif University,1,no
9888,2019,Khobar,King Fahd University Hospital in Khobar,Al Jouf University,1,no
9889,2019,Khobar,King Fahd University Hospital in Khobar,Alfaisal University,1,no
9891,2019,Taif,MOH JointProgram for Family Medicine -Taif,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9892,2019,Khobar,King Fahd University Hospital in Khobar,Alfarabi Colleges,1,no
9893,2019,Taif,MOH JointProgram for Family Medicine -Taif,Batterjee Medical College,1,no
9894,2019,Madinah,Medina Cardiac Center,Al Fashir University,1,no
9895,2019,Madinah,Medina Cardiac Center,University Of Hail,1,no
9897,2019,Riyadh,Riyadh Care Hospital,King Saud University,1,no
9898,2019,Riyadh,Regional laboratory and blood bank in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
9899,2019,Makkah,King Abdulaziz Hospital in Mecca,Taif University,1,no
9900,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,University Of Karachi,1,no
9901,2019,Makkah,King Abdullah Medical City in the Holy Capital,Ain Shams University,1,no
9904,2019,Makkah,King Abdullah Medical City in the Holy Capital,Al Zaiem Al Azhari University,1,no
9906,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Thamar University,1,no
9908,2019,Makkah,King Abdullah Medical City in the Holy Capital,Al-Azhar University,1,no
9909,2019,Makkah,King Abdullah Medical City in the Holy Capital,AlRiyada College for Health Sciences,1,no
9910,2019,Makkah,King Abdullah Medical City in the Holy Capital,Batterjee Medical College,1,no
9911,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Sumy State University,1,no
9912,2019,Makkah,King Abdullah Medical City in the Holy Capital,Cairo University,1,no
9915,2019,Makkah,King Abdulaziz Hospital in Mecca,Taibah University,1,no
9916,2019,Makkah,King Abdulaziz Hospital in Mecca,Najran University,1,no
9917,2019,Riyadh,Riyadh First Health Cluster,Taibah University,1,no
9918,2019,Riyadh,Riyadh First Health Cluster,Alfaisal University,1,no
9919,2019,Makkah,JointProgram for Family Medicine in Makkah,Saudi Commission For Health Specialties,1,no
9920,2019,Riyadh,Riyadh First Health Cluster,Princess Nora Bint Abdul Rahman University,1,no
9924,2019,Makkah,JointProgram for Preventive Medicine in Makkah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9925,2019,Makkah,JointProgram for Preventive Medicine in Makkah,King Abdulaziz University,1,no
9926,2019,Makkah,JointProgram for Preventive Medicine in Makkah,Taif University,1,no
9927,2019,Makkah,King Abdulaziz Hospital in Mecca,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
9928,2019,Riyadh,Riyadh First Health Cluster,King Faisal University,1,no
9930,2019,Riyadh,Riyadh First Health Cluster,Jazan University,1,no
9931,2019,Makkah,King Abdulaziz Hospital in Mecca,Jazan University,1,no
9932,2019,Riyadh,Riyadh First Health Cluster,Batterjee Medical College,1,no
9934,2019,Makkah,King Abdulaziz Hospital in Mecca,King Khalid University,1,no
9935,2019,Riyadh,Riyadh First Health Cluster,Almaarefa University,1,no
9937,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
9938,2019,Makkah,King Abdullah Medical City in the Holy Capital,King Saud Bin Abdulaziz University For Health Scinces,1,no
9939,2019,Makkah,King Abdullah Medical City in the Holy Capital,Misr University For Science And Technology - Egypt,1,no
9940,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Albaha University,1,no
9943,2019,Makkah,Maternity and Children Hospital in Mecca,King Khalid University,1,no
9944,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,University Of Khartoum,1,no
9945,2019,Makkah,Maternity and Children Hospital in Mecca,Taibah University,1,no
9948,2019,Makkah,Security Forces Hospital in Mecca,Albaha University,1,no
9949,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Punjab Board Of Technical Education Lahore,1,no
9950,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
9952,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Omdurman Islamic University - Sudan,1,no
9954,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Abdulaziz University,1,no
9955,2019,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Cairo University,1,no
9958,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Alfarabi Colleges,1,no
9961,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Najran University,1,no
9962,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Misr University For Science And Technology - Egypt,1,no
9963,2019,Makkah,King Abdullah Medical City in the Holy Capital,Saudi Commission For Health Specialties,1,no
9964,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
9967,2019,Makkah,King Abdullah Medical City in the Holy Capital,Taibah University,1,no
9969,2019,Makkah,King Faisal Hospital in Mecca,Qassim University,1,no
9971,2019,Makkah,King Faisal Hospital in Mecca,Al Jouf University,1,no
9972,2019,Makkah,King Faisal Hospital in Mecca,Batterjee Medical College,1,no
9975,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,Damascus University,1,no
9977,2019,Riyadh,Riyadh First Health Cluster,Qassim University,1,no
9978,2019,Riyadh,Riyadh First Health Cluster,Umm Al Qura University,1,no
9979,2019,Riyadh,University Dental Hospital at King Saud University in Riyadh,King Khalid University,1,no
9981,2019,Madinah,Uhud General Hospital in Medina,Batterjee Medical College,1,no
9982,2019,Madinah,Uhud General Hospital in Medina,Imam Abdulrahman Bin Faisal University,1,no
9983,2019,Riyadh,Security Forces Hospital in Riyadh,Poznan University Of Medical Sciences,1,no
9984,2019,Riyadh,Security Forces Hospital in Riyadh,October 6 University - Egypt,1,no
9985,2019,Madinah,Uhud General Hospital in Medina,King Abdulaziz University,1,no
9986,2019,Madinah,Uhud General Hospital in Medina,Qassim University,1,no
9988,2019,Madinah,Uhud General Hospital in Medina,Umm Al Qura University,1,no
9989,2019,Riyadh,Security Forces Hospital in Riyadh,Menoufia University,1,no
9990,2019,Riyadh,Security Forces Hospital in Riyadh,Majmaah University,1,no
9992,2019,Madinah,Uhud General Hospital in Medina,University Of Tabuk,1,no
9993,2019,Madinah,University clinics at Taibah University in Medina,Unknown,1,yes
9994,2019,Makkah,Alnoor Specialist Hospital in Mecca,Al Jouf University,1,no
9997,2019,Makkah,Alnoor Specialist Hospital in Mecca,Batterjee Medical College,1,no
9998,2019,Riyadh,Security Forces Hospital in Riyadh,Saudi Commission For Health Specialties,1,no
10000,2019,Riyadh,Riyadh First Health Cluster,University Of Tabuk,1,no
10002,2019,Riyadh,The program of the Ministry of Health in Riyadh,Unknown,1,yes
10004,2019,Riyadh,Specialized Medical Center Hospital in Riyadh,King Saud University,1,no
10005,2019,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Jazan University,1,no
10008,2019,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10009,2019,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Umm Al Qura University,1,no
10010,2019,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,King Saud University,1,no
10011,2019,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Alfarabi Colleges,1,no
10013,2019,Madinah,Specialized Dental Center at King Fahd Hospital in Medina,Unknown,1,yes
10014,2019,Riyadh,Security Forces Hospital in Riyadh,University Of Tabuk,1,no
10015,2019,Riyadh,Security Forces Hospital in Riyadh,University Of Khartoum,1,no
10017,2019,Madinah,The program of the Ministry of Health in Madinah,Umm Al Qura University,1,no
10021,2019,Riyadh,Security Forces Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10022,2019,Riyadh,Security Forces Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10024,2019,Makkah,Hera General Hospital in Mecca,King Khalid University,1,no
10026,2019,Makkah,Hera General Hospital in Mecca,Sulaiman Al Rajhi University,1,no
10027,2019,Riyadh,Riyadh Second Health Cluster,Jordan University Of Science And Technology,1,no
10028,2019,Riyadh,Riyadh Second Health Cluster,Imam Abdulrahman Bin Faisal University,1,no
10029,2019,Makkah,Hera General Hospital in Mecca,Taibah University,1,no
10030,2019,Riyadh,Riyadh Second Health Cluster,Hadhramout University Of Science & Technology,1,no
10033,2019,Makkah,Joint Family and Community Medicine Program,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10035,2019,Riyadh,Riyadh Second Health Cluster,Al Jouf University,1,no
10036,2019,Makkah,"Joint training program in the Western Region, Makkah",King Abdulaziz University,1,no
10038,2019,Makkah,JointProgram for Family Medicine in Makkah,Jordan University Of Science And Technology,1,no
10043,2019,Riyadh,Riyadh Second Health Cluster,University Of Hail,1,no
10044,2019,Makkah,Alnoor Specialist Hospital in Mecca,Imam Abdulrahman Bin Faisal University,1,no
10046,2019,Riyadh,Security Forces Hospital in Riyadh,Al Neelain University,1,no
10049,2019,Makkah,Alnoor Specialist Hospital in Mecca,King Saud University,1,no
10051,2019,Makkah,Alnoor Specialist Hospital in Mecca,Najran University,1,no
10054,2019,Makkah,Alnoor Specialist Hospital in Mecca,Northern Borders University,1,no
10056,2019,Makkah,Alnoor Specialist Hospital in Mecca,Saudi Commission For Health Specialties,1,no
10058,2019,Riyadh,Riyadh Second Health Cluster,Ministry Of Education And Higher Education,1,no
10059,2019,Makkah,Alnoor Specialist Hospital in Mecca,Taif University,1,no
10061,2020,Riyadh,King Fahad Medical City in Riyadh,Jordan University Of Science And Technology,1,no
10062,2020,Dhahran,Johns Hopkins Aramco Healthcare Center in Dhahran,Alfaisal University,1,no
10063,2021,Manama,King Hamad University Hospital in Kingdom of Bahrain,Royal College of Surgeons in Ireland - Bahrain,1,no
10065,2021,Riyadh,King Fahad Medical City in Riyadh,Al Jouf University,1,no
10067,2021,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
10068,2021,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Umm Al Qura University,1,no
10069,2021,Riyadh,King Abdulaziz University Hospital in Riyadh,Riyadh Elm University,1,no
10071,2021,Riyadh,King Abdulaziz University Hospital in Riyadh,Alfarabi Colleges,1,no
10074,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Sulaiman Al Rajhi University,1,no
10075,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Saudi Commission For Health Specialties,1,no
10076,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Prince Sattam Bin Abdulaziz University,1,no
10077,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,October 6 University - Egypt,1,no
10078,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Majmaah University,1,no
10082,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Jeddah University,1,no
10085,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Alfaisal University,1,no
10086,2021,Riyadh,JointProgram for Restorative Dentistry- Central,Unknown,1,yes
10087,2021,Riyadh,JointProgram for Restorative Dentistry- Central,Umm Al Qura University,1,no
10089,2021,Riyadh,JointProgram for Preventive medicine-Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
10090,2021,Riyadh,JointProgram for Periodontics- Riyadh,King Saud University,1,no
10091,2021,Riyadh,King Fahad Medical City in Riyadh,Arabian Gulf University,1,no
10092,2021,Riyadh,King Fahad Medical City in Riyadh,Hadhramout University Of Science & Technology,1,no
10094,2021,Riyadh,King Fahad Medical City in Riyadh,University Of Bisha,1,no
10095,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Najran University,1,no
10096,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Majmaah University,1,no
10097,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Kuwait University - Kuwait,1,no
10102,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Hadhramout University Of Science & Technology,1,no
10103,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Dubai Medical College For Girls,1,no
10104,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Cairo University,1,no
10105,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Arabian Gulf University,1,no
10106,2021,Riyadh,King Fahad Medical City in Riyadh,University Of Tabuk,1,no
10109,2021,Riyadh,King Fahad Medical City in Riyadh,Sulaiman Al Rajhi University,1,no
10110,2021,Riyadh,King Fahad Medical City in Riyadh,Sana'A University - Yemen,1,no
10114,2021,Riyadh,King Fahad Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
10115,2021,Riyadh,King Fahad Medical City in Riyadh,Majmaah University,1,no
10121,2021,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,Unknown,1,yes
10123,2021,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,King Abdulaziz University,1,no
10124,2021,Riyadh,Al-Iman Hospital in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
10126,2021,Riyadh,AlYamamah Hospital in Riyadh,King Saud University,1,no
10127,2021,Riyadh,AlYamamah Hospital in Riyadh,King Khalid University,1,no
10128,2021,Riyadh,AlYamamah Hospital in Riyadh,King Abdulaziz University,1,no
10129,2021,Riyadh,AlYamamah Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10130,2021,Riyadh,AlYamamah Hospital in Riyadh,Almaarefa University,1,no
10131,2021,Riyadh,Al-Nakheel Medical Center in Riyadh,Unknown,1,yes
10132,2021,Riyadh,Al-Miswak Academy for Health Training in Riyadh,Unknown,1,yes
10133,2021,Riyadh,Al-Iman Hospital in Riyadh,Xinxiang Medical University,1,no
10134,2021,Riyadh,Al-Iman Hospital in Riyadh,University Of Science And Technology - Yemen,1,no
10135,2021,Riyadh,Al-Iman Hospital in Riyadh,Qassim University,1,no
10136,2021,Riyadh,Al-Iman Hospital in Riyadh,Northern Borders University,1,no
10138,2021,Riyadh,Comprehensive Specialized Clinics West of Riyadh,October University For Modern Sciences And Arts,1,no
10139,2021,Riyadh,Al-Iman Hospital in Riyadh,Arabian Gulf University,1,no
10141,2021,Najran,General Directorate of Health Affairs in Najran Region,University of Aden,1,no
10142,2021,Najran,General Directorate of Health Affairs in Najran Region,University Of Science And Technology - Yemen,1,no
10143,2021,Najran,General Directorate of Health Affairs in Najran Region,Omdurman Islamic University - Sudan,1,no
10146,2021,Najran,General Directorate of Health Affairs in Najran Region,Jazan University,1,no
10147,2021,Najran,General Directorate of Health Affairs in Najran Region,Alfarabi Colleges,1,no
10148,2021,Manama,Salmaniya Medical Complex in Manama,Taif University,1,no
10149,2021,Manama,Salmaniya Medical Complex in Manama,Taibah University,1,no
10150,2021,Manama,Salmaniya Medical Complex in Manama,Misr University For Science And Technology - Egypt,1,no
10152,2021,Riyadh,Comprehensive Specialized Clinics West of Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10154,2021,Riyadh,Dentistry College at King Saud bin Abdulaziz University for Health Sciences in Riyadh,King Khalid University,1,no
10155,2021,Riyadh,"Joint training program in the central region, Riyadh",Umm Al Qura University,1,no
10156,2021,Riyadh,"Joint training program in the central region, Riyadh",King Saud Bin Abdulaziz University For Health Scinces,1,no
10157,2021,Riyadh,"Joint training program in the central region, Riyadh",Imam Abdulrahman Bin Faisal University,1,no
10158,2021,Riyadh,"Joint training program in the central region, Riyadh",Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10159,2021,Riyadh,Joint Training Program in the Central Region,Saudi Commission For Health Specialties,1,no
10160,2021,Riyadh,Joint Training Program in the Central Region,Qassim University,1,no
10161,2021,Riyadh,Joint Training Program in the Central Region,King Saud Bin Abdulaziz University For Health Scinces,1,no
10162,2021,Riyadh,Imam Abdulrahman Al-Faisal Hospital in Riyadh,Qassim University,1,no
10164,2021,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,University Of Hail,1,no
10165,2021,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,King Faisal University,1,no
10168,2021,Riyadh,Dallah Hospital in Riyadh,Cairo University,1,no
10169,2021,Riyadh,Dental complex in north of Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10170,2021,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,University Of Hail,1,no
10171,2021,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10172,2021,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Qassim University,1,no
10173,2021,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,King Khalid University,1,no
10174,2021,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Buraydah Colleges,1,no
10175,2021,Riyadh,Dental Healthcare Center in West Riyadh,Riyadh Elm University,1,no
10176,2021,Riyadh,Dental Healthcare Center in West Riyadh,October 6 University - Egypt,1,no
10178,2021,Riyadh,Dallah Hospital in Riyadh,Northern Borders University,1,no
10179,2021,Riyadh,Dallah Hospital in Riyadh,King Khalid University,1,no
10180,2021,Riyadh,Dallah Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10181,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
10183,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Sulaiman Al Rajhi University,1,no
10184,2021,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Majmaah University,1,no
10185,2021,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10186,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Taibah University,1,no
10187,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Northern Borders University,1,no
10189,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,King Khalid University,1,no
10190,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,King Faisal University,1,no
10192,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10193,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Almaarefa University,1,no
10194,2021,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Alfaisal University,1,no
