,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
10195,2021,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Riyadh Elm University,1,no
10196,2021,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
10198,2021,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
10199,2021,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10200,2021,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Alfarabi Colleges,1,no
10201,2021,Riyadh,National CARE Hospital in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
10203,2021,Riyadh,Medical City of King Saud University in Riyadh,University Of Tabuk,1,no
10204,2021,Riyadh,Medical City of King Saud University in Riyadh,Royal College of Surgeons in Ireland - Bahrain,1,no
10205,2021,Riyadh,Medical City of King Saud University in Riyadh,Qassim University,1,no
10209,2021,Riyadh,Medical City of King Saud University in Riyadh,Jazan University,1,no
10216,2021,Riyadh,Security Forces Hospital in Riyadh,Saudi Commission For Health Specialties,1,no
10217,2021,Riyadh,Security Forces Hospital in Riyadh,Poznan University Of Medical Sciences,1,no
10218,2021,Riyadh,Security Forces Hospital in Riyadh,Majmaah University,1,no
10219,2021,Riyadh,Security Forces Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10220,2021,Riyadh,Security Forces Hospital in Riyadh,Batterjee Medical College,1,no
10225,2021,Riyadh,Riyadh Care Hospital,King Saud University,1,no
10226,2021,Riyadh,Regional laboratory and blood bank in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10228,2021,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Punjab Board Of Technical Education Lahore,1,no
10230,2021,Riyadh,Prince Sultan Military Medical City in Riyadh,Saudi Commission For Health Specialties,1,no
10232,2021,Riyadh,Prince Sultan Military Medical City in Riyadh,October 6 University - Egypt,1,no
10233,2021,Riyadh,Prince Sultan Military Medical City in Riyadh,Mansoura University - Egypt,1,no
10237,2021,Riyadh,Prince Sultan Military Medical City in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10239,2021,Riyadh,Prince Sultan Military Medical City in Riyadh,Al-Ghad International College For Applied Medical Sciences,1,no
10241,2021,Riyadh,Medical City of King Saud University in Riyadh,Al Jouf University,1,no
10242,2021,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Unknown,1,yes
10244,2021,Riyadh,King Khalid University Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10245,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Arabian Gulf University,1,no
10246,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Alfaisal University,1,no
10247,2021,Riyadh,King Khalid University Hospital in Riyadh,University Of Tabuk,1,no
10249,2021,Riyadh,King Khalid University Hospital in Riyadh,Taif University,1,no
10250,2021,Riyadh,King Khalid University Hospital in Riyadh,Omdurman Islamic University - Sudan,1,no
10251,2021,Riyadh,King Khalid University Hospital in Riyadh,Northern Borders University,1,no
10253,2021,Riyadh,King Khalid University Hospital in Riyadh,King Khalid University,1,no
10255,2021,Riyadh,King Khalid University Hospital in Riyadh,Jazan University,1,no
10256,2021,Riyadh,King Khalid University Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10257,2021,Riyadh,King Khalid University Hospital in Riyadh,Alfaisal University,1,no
10258,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Hamdard medical college MBBS,1,no
10263,2021,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,King Faisal University,1,no
10264,2021,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10265,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Zagazig University - Egypt,1,no
10267,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University Of Khartoum,1,no
10271,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Batterjee Medical College,1,no
10272,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10273,2021,Riyadh,King Saud Medical City in Riyadh,University Of Tabuk,1,no
10274,2021,Riyadh,King Saud Medical City in Riyadh,Jeddah University,1,no
10277,2021,Riyadh,King Saud Medical City in Riyadh,Sulaiman Al Rajhi University,1,no
10278,2021,Riyadh,King Saud Medical City in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10279,2021,Riyadh,King Saud Medical City in Riyadh,Omdurman Islamic University - Sudan,1,no
10280,2021,Riyadh,King Saud Medical City in Riyadh,Misr University For Science And Technology - Egypt,1,no
10281,2021,Riyadh,King Saud Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
10286,2021,Riyadh,King Saud Medical City in Riyadh,Jordan University Of Science And Technology,1,no
10287,2021,Riyadh,King Saud Medical City in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
10288,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Jazan University,1,no
10289,2021,Riyadh,King Saud Medical City in Riyadh,Hadhramout University Of Science & Technology,1,no
10290,2021,Riyadh,King Saud Medical City in Riyadh,Batterjee Medical College,1,no
10291,2021,Riyadh,King Saud Medical City in Riyadh,Arabian Gulf University,1,no
10294,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,University Of Science And Technology - Yemen,1,no
10296,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Taibah University,1,no
10297,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10298,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,October 6 University - Egypt,1,no
10300,2021,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,King Faisal University,1,no
10302,2021,Manama,King Hamad University Hospital in Kingdom of Bahrain,Najran University,1,no
10304,2021,Manama,King Hamad University Hospital in Kingdom of Bahrain,Arabian Gulf University,1,no
10306,2021,Jeddah,King Abdullah Medical Complex in Jeddah,October University For Modern Sciences And Arts,1,no
10307,2021,Jeddah,King Abdullah Medical Complex in Jeddah,October 6 University - Egypt,1,no
10308,2021,Jeddah,King Abdullah Medical Complex in Jeddah,King Khalid University,1,no
10310,2021,Jeddah,King Abdullah Medical Complex in Jeddah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10311,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,University Of Hail,1,no
10316,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Qassim University,1,no
10317,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Jazan University,1,no
10319,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Almaarefa University,1,no
10323,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,October 6 University - Egypt,1,no
10325,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Jeddah University,1,no
10326,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Albaha University,1,no
10329,2021,Jeddah,King Abdulaziz Hospital in Jeddah,Taiz University,1,no
10330,2021,Jeddah,King Abdulaziz Hospital in Jeddah,Taibah University,1,no
10331,2021,Jeddah,King Abdulaziz Hospital in Jeddah,King Saud Bin Abdulaziz University For Health Scinces,1,no
10332,2021,Jeddah,King Fahd General Hospital in Jeddah,Al Jouf University,1,no
10333,2021,Jeddah,King Fahd General Hospital in Jeddah,Hamdard medical college MBBS,1,no
10335,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Maastricht University - Netherlands,1,no
10337,2021,Jeddah,The program of the Ministry of Health in Jeddah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10339,2021,Jeddah,Saudi German Hospital in Jeddah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10340,2021,Jeddah,Maternity and Children Hospital in Jeddah,Unknown,1,yes
10342,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,University Of Tabuk,1,no
10343,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Taibah University,1,no
10344,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Saudi Commission For Health Specialties,1,no
10345,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Qassim University,1,no
10346,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,October 6 University - Egypt,1,no
10347,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Misr University For Science And Technology - Egypt,1,no
10348,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,King Saud University,1,no
10349,2021,Jeddah,King Fahd General Hospital in Jeddah,Jazan University,1,no
10350,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,King Saud Bin Abdulaziz University For Health Scinces,1,no
10351,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Cairo University,1,no
10352,2021,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Almaarefa University,1,no
10353,2021,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Taibah University,1,no
10354,2021,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,October 6 University - Egypt,1,no
10356,2021,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Jazan University,1,no
10358,2021,Jeddah,King Fahd General Hospital in Jeddah,Saudi Commission For Health Specialties,1,no
10359,2021,Jeddah,King Fahd General Hospital in Jeddah,Omdurman Ahlia University,1,no
10360,2021,Jeddah,King Fahd General Hospital in Jeddah,Misr University For Science And Technology - Egypt,1,no
10361,2021,Jeddah,King Fahd General Hospital in Jeddah,King Fahad General Hospital,1,no
10363,2021,Jeddah,King Abdulaziz Hospital in Jeddah,Jeddah University,1,no
10364,2021,Jeddah,King Abdulaziz Hospital in Jeddah,Jazan University,1,no
10365,2021,Hail,King Khalid Hospital in Hail,Qassim University,1,no
10366,2021,Jeddah,Al Thager Hospital in Jeddah,Unknown,1,yes
10367,2021,Jazan,General Directorate of Health Affairs in Jazan Region,Umm Al Qura University,1,no
10368,2021,Jazan,General Directorate of Health Affairs in Jazan Region,Taif University,1,no
10370,2021,Hofuf,Prince Sultan Center for Cardiac Diseases and Surgery in Hofuf,Unknown,1,yes
10371,2021,Hofuf,Prince Sultan Center for Cardiac Diseases and Surgery in Hofuf,King Faisal University,1,no
10372,2021,Hofuf,King Fahad Hospital in Hofuf,King Khalid University,1,no
10373,2021,Hofuf,King Fahad Hospital in Hofuf,King Abdulaziz University,1,no
10375,2021,Hail,The joint training program in Hail,Unknown,1,yes
10376,2021,Hail,King Khalid Hospital in Hail,University Of Khartoum,1,no
10378,2021,Hail,King Khalid Hospital in Hail,King Faisal University,1,no
10379,2021,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Batterjee Medical College,1,no
10380,2021,Hail,King Khalid Hospital in Hail,King Abdulaziz University,1,no
10383,2021,Hail,Dental Center in Hail,Riyadh Colleges Of Dentistry And Pharmacy,1,no
10384,2021,Hail,Dental Center in Hail,Mustaqbal University,1,no
10385,2021,Hail,Dental Center in Hail,Misr University For Science And Technology - Egypt,1,no
10386,2021,Hail,Dental Center in Hail,King Saud University,1,no
10387,2021,Hail,Dental Center in Hail,Buraydah Colleges,1,no
10390,2021,Hafr Albatin,Armed Forces Hospital in the North in Hafar Albatin,Al Jouf University,1,no
10391,2021,Dubai,Rashed Hospital in Dubai,Zengzhou Shuqing Medical College,1,no
10392,2021,Jeddah,Al-Nahda Health Center (Al-Zahraa) in Jeddah,Unknown,1,yes
10393,2021,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Taif University,1,no
10396,2021,Jeddah,JointProgram for Family Medicine in Jeddah,King Abdulaziz University,1,no
10397,2021,Jeddah,"Joint training program in the Western Region, Jeddah",Cairo University,1,no
10400,2021,Jeddah,International Medical Center in Jeddah,King Saud Bin Abdulaziz University For Health Scinces,1,no
10403,2021,Jeddah,International Medical Center in Jeddah,Batterjee Medical College,1,no
10404,2021,Jeddah,Health Center King Faisal Residential City of the National Guard in Jeddah,Unknown,1,yes
10405,2021,Jeddah,Health Center King Faisal Residential City of the National Guard in Jeddah,King Khalid University,1,no
10406,2021,Jeddah,Forensic Medicine center in Jeddah,King Abdulaziz University,1,no
10407,2021,Jeddah,Forensic Medicine center in Jeddah,Albaha University,1,no
10409,2021,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Umm Al Qura University,1,no
10411,2021,Jeddah,East Jeddah Hospital in Jeddah,Jeddah University,1,no
10413,2021,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Umm Al Qura University,1,no
10415,2021,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Almaarefa University,1,no
10417,2021,Jeddah,Dr. Erfan and Bagedo General Hospital in Jeddah,King Abdulaziz University,1,no
10420,2021,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,King Khalid University,1,no
10421,2021,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,King Abdulaziz University,1,no
10422,2021,Jeddah,The program of the Ministry of Health in Jeddah,King Saud University,1,no
10424,2021,Jeddah,Vision College of Dentistry and Nursing Clinics in Jeddah,King Abdulaziz University,1,no
10425,2021,Makkah,Alnoor Specialist Hospital in Mecca,Taif University,1,no
10426,2021,Makkah,King Abdulaziz Hospital in Mecca,Batterjee Medical College,1,no
10428,2021,Makkah,"Joint training program in the Western Region, Makkah",King Abdulaziz University,1,no
10430,2021,Makkah,Joint Family and Community Medicine Program,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10432,2021,Makkah,Hera General Hospital in Mecca,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10435,2021,Makkah,Alnoor Specialist Hospital in Mecca,University Of Debrecen - Hungary,1,no
10437,2021,Makkah,Alnoor Specialist Hospital in Mecca,The O.O. Bogomolets National Medical University,1,no
10438,2021,Makkah,Alnoor Specialist Hospital in Mecca,Saudi Commission For Health Specialties,1,no
10439,2021,Makkah,King Abdulaziz Hospital in Mecca,Najran University,1,no
10440,2021,Makkah,Alnoor Specialist Hospital in Mecca,October University For Modern Sciences And Arts,1,no
10441,2021,Makkah,Alnoor Specialist Hospital in Mecca,October 6 University - Egypt,1,no
10442,2021,Makkah,Alnoor Specialist Hospital in Mecca,Northern Borders University,1,no
10443,2021,Makkah,Alnoor Specialist Hospital in Mecca,King Saud University,1,no
10445,2021,Makkah,Alnoor Specialist Hospital in Mecca,Jeddah University,1,no
10446,2021,Makkah,Alnoor Specialist Hospital in Mecca,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10449,2021,Madinah,Uhud General Hospital in Medina,University Of Dhaka,1,no
10450,2021,Madinah,Uhud General Hospital in Medina,Misr University For Science And Technology - Egypt,1,no
10451,2021,Madinah,Uhud General Hospital in Medina,King Faisal University,1,no
10452,2021,Makkah,King Abdulaziz Hospital in Mecca,King Khalid University,1,no
10454,2021,Madinah,Uhud General Hospital in Medina,Batterjee Medical College,1,no
10458,2021,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Taif University,1,no
10459,2021,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
10460,2021,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Batterjee Medical College,1,no
10461,2021,Makkah,The joint program in Makkah Al-Mukarramah,Umm Al Qura University,1,no
10463,2021,Makkah,Security Forces Hospital in Mecca,University of Aden,1,no
10465,2021,Makkah,Security Forces Hospital in Mecca,Taif University,1,no
10466,2021,Makkah,Security Forces Hospital in Mecca,King Khalid University,1,no
10467,2021,Makkah,Security Forces Hospital in Mecca,Albaha University,1,no
10468,2021,Makkah,Maternity and Children Hospital in Mecca,King Abdulaziz University,1,no
10469,2021,Makkah,King Abdullah Medical City in the Holy Capital,Albaha University,1,no
10470,2021,Makkah,Maternity and Children Hospital in Mecca,Batterjee Medical College,1,no
